code,country,year,value
MDA,Republic of Moldova,2002,7236
TKM,Turkmenistan,2002,7800
FIN,Finland,2002,8388
GBR,United Kingdom of Great Britain and Northern Ireland,2002,85190
LTU,Lithuania,2002,9198
MEX,Mexico,2002,92370
FRA,France,2001,101685
GEO,Georgia,2001,13810
UKR,Ukraine,2001,133358
ISR,Israel,2001,14303
AUT,Austria,2001,15205
SWE,Sweden,2001,15468
ITA,Italy,2001,150891
BEL,Belgium,2001,16032
AZE,Azerbaijan,2001,17141
PRT,Portugal,2001,17548
DEU,Germany,2001,197552
AUS,Australia,2001,20573
NLD,Netherlands (Kingdom of the),2001,21384
MKD,North Macedonia,2001,2894
EST,Estonia,2001,2938
NZL,New Zealand,2001,4244
HRV,Croatia,2001,4776
KAZ,Kazakhstan,2001,49055
TUR,Türkiye,2001,60474
ARM,Armenia,2001,6592
DNK,Denmark,2001,6606
MDA,Republic of Moldova,2001,7319
TKM,Turkmenistan,2001,7640
GBR,United Kingdom of Great Britain and Northern Ireland,2001,81022
FIN,Finland,2001,8118
MEX,Mexico,2001,89055
LTU,Lithuania,2001,9372
ISR,Israel,2000,13856
UKR,Ukraine,2000,134962
AUT,Austria,2000,14536
GEO,Georgia,2000,14537
ITA,Italy,2000,147845
SWE,Sweden,2000,15102
BEL,Belgium,2000,15685
CYP,Cyprus,2000,1512
AZE,Azerbaijan,2000,16772
PRT,Portugal,2000,17255
AUS,Australia,2000,19388
DEU,Germany,2000,193956
NLD,Netherlands (Kingdom of the),2000,20369
MKD,North Macedonia,2000,2892
ZWE,Zimbabwe,2000,297
EST,Estonia,2000,3049
NZL,New Zealand,2000,4267
KAZ,Kazakhstan,2000,46726
HRV,Croatia,2000,4699
TUR,Türkiye,2000,57528
DNK,Denmark,2000,6495
ARM,Armenia,2000,6817
TKM,Turkmenistan,2000,7464
MDA,Republic of Moldova,2000,7798
GBR,United Kingdom of Great Britain and Northern Ireland,2000,78234
FIN,Finland,2000,7863
LTU,Lithuania,2000,9642
MEX,Mexico,2000,97959
FRA,France,2000,99794
MEX,Mexico,1999,103641
AUT,Austria,1999,13880
SWE,Sweden,1999,14759
GEO,Georgia,1999,14884
PRT,Portugal,1999,16433
AZE,Azerbaijan,1999,16627
NLD,Netherlands (Kingdom of the),1999,19187
AUS,Australia,1999,19395
DEU,Germany,1999,192157
MKD,North Macedonia,1999,2559
EST,Estonia,1999,3173
TUR,Türkiye,1999,33505
KAZ,Kazakhstan,1999,47976
DNK,Denmark,1999,6278
FIN,Finland,1999,7593
FRA,France,1999,99144
LTU,Lithuania,1999,9939
LTU,Lithuania,1998,10209
MEX,Mexico,1998,101465
AUT,Austria,1998,13707
SWE,Sweden,1998,14535
ROU,Romania,1998,14554
GEO,Georgia,1998,15037
PRT,Portugal,1998,16470
AZE,Azerbaijan,1998,16601
AUS,Australia,1998,18493
DEU,Germany,1998,190575
MKD,North Macedonia,1998,2658
TUR,Türkiye,1998,31024
EST,Estonia,1998,3213
KAZ,Kazakhstan,1998,50562
DNK,Denmark,1998,6135
FIN,Finland,1998,7313
FRA,France,1998,97788
LTU,Lithuania,1997,10470
AUT,Austria,1997,12892
SWE,Sweden,1997,14211
GEO,Georgia,1997,14569
PRT,Portugal,1997,15902
AZE,Azerbaijan,1997,16315
AUS,Australia,1997,17717
DEU,Germany,1997,187793
MKD,North Macedonia,1997,2636
TUR,Türkiye,1997,29473
KAZ,Kazakhstan,1997,49351
DNK,Denmark,1997,5875
FIN,Finland,1997,7035
FRA,France,1997,96532
MEX,Mexico,1997,99074
LTU,Lithuania,1996,10464
AUT,Austria,1996,12153
GEO,Georgia,1996,12161
SWE,Sweden,1996,14323
PRT,Portugal,1996,15309
AZE,Azerbaijan,1996,16364
DEU,Germany,1996,186560
MKD,North Macedonia,1996,2588
TUR,Türkiye,1996,28245
KAZ,Kazakhstan,1996,55038
DNK,Denmark,1996,5624
FIN,Finland,1996,6775
FRA,France,1996,94678
MEX,Mexico,1996,97585
LTU,Lithuania,1995,10587
AUT,Austria,1995,11366
CYP,Cyprus,1995,1269
SWE,Sweden,1995,14223
PRT,Portugal,1995,14252
AZE,Azerbaijan,1995,16525
DEU,Germany,1995,183241
MKD,North Macedonia,1995,2545
TUR,Türkiye,1995,26943
DNK,Denmark,1995,5398
KAZ,Kazakhstan,1995,56981
FIN,Finland,1995,6531
FRA,France,1995,93168
MEX,Mexico,1995,96642
LTU,Lithuania,1994,10693
AUT,Austria,1994,10706
ROU,Romania,1994,12592
PRT,Portugal,1994,12770
AZE,Azerbaijan,1994,16242
DEU,Germany,1994,178797
MKD,North Macedonia,1994,2427
TUR,Türkiye,1994,25670
DNK,Denmark,1994,5113
KAZ,Kazakhstan,1994,57831
FIN,Finland,1994,6283
MEX,Mexico,1994,85766
FRA,France,1994,91731
AUT,Austria,1993,10055
LTU,Lithuania,1993,10590
PRT,Portugal,1993,11804
CYP,Cyprus,1993,1212
AZE,Azerbaijan,1993,16237
DEU,Germany,1993,173803
MKD,North Macedonia,1993,2361
TUR,Türkiye,1993,24482
DNK,Denmark,1993,4830
FIN,Finland,1993,5984
KAZ,Kazakhstan,1993,61048
MEX,Mexico,1993,77823
FRA,France,1993,90081
LTU,Lithuania,1992,10933
CYP,Cyprus,1992,1145
AZE,Azerbaijan,1992,16062
DEU,Germany,1992,167393
MKD,North Macedonia,1992,2495
TUR,Türkiye,1992,25587
DNK,Denmark,1992,4626
FIN,Finland,1992,5666
KAZ,Kazakhstan,1992,62738
MEX,Mexico,1992,64308
FRA,France,1992,86379
PRT,Portugal,1992,8850
AUT,Austria,1992,9557
CYP,Cyprus,1991,1060
AZE,Azerbaijan,1991,16350
DEU,Germany,1991,161930
MKD,North Macedonia,1991,2387
TUR,Türkiye,1991,26337
DNK,Denmark,1991,4400
MEX,Mexico,1991,52147
FIN,Finland,1991,5350
KAZ,Kazakhstan,1991,60858
FRA,France,1991,84180
PRT,Portugal,1991,8477
AUT,Austria,1991,9085
CYP,Cyprus,1990,1007
AZE,Azerbaijan,1990,16058
TUR,Türkiye,1990,24900
MKD,North Macedonia,1990,2421
MEX,Mexico,1990,40036
DNK,Denmark,1990,4293
FIN,Finland,1990,4981
KAZ,Kazakhstan,1990,62448
PRT,Portugal,1990,8140
FRA,France,1990,82365
AUT,Austria,1990,8761
TUR,Türkiye,1989,23750
DNK,Denmark,1989,4116
FIN,Finland,1989,4673
KAZ,Kazakhstan,1989,61622
PRT,Portugal,1989,7791
AUT,Austria,1989,8451
CYP,Cyprus,1989,983
TUR,Türkiye,1988,22318
DNK,Denmark,1988,4027
FIN,Finland,1988,4398
KAZ,Kazakhstan,1988,59484
PRT,Portugal,1988,7518
AUT,Austria,1988,8157
TUR,Türkiye,1987,21411
DNK,Denmark,1987,3794
FIN,Finland,1987,4125
KAZ,Kazakhstan,1987,57453
PRT,Portugal,1987,7108
AUT,Austria,1987,7870
TUR,Türkiye,1986,21023
DNK,Denmark,1986,3744
FIN,Finland,1986,3876
KAZ,Kazakhstan,1986,55637
PRT,Portugal,1986,6832
AUT,Austria,1986,7582
CYP,Cyprus,1986,773
TUR,Türkiye,1985,20878
FIN,Finland,1985,3643
DNK,Denmark,1985,3648
KAZ,Kazakhstan,1985,53511
PRT,Portugal,1985,6591
AUT,Austria,1985,7410
CYP,Cyprus,1985,846
TUR,Türkiye,1984,20031
DNK,Denmark,1984,3542
KAZ,Kazakhstan,1984,50925
PRT,Portugal,1984,6392
AUT,Austria,1984,7363
TUR,Türkiye,1983,19140
DNK,Denmark,1983,3219
KAZ,Kazakhstan,1983,48756
PRT,Portugal,1983,6346
AUT,Austria,1983,7195
TUR,Türkiye,1982,18699
DNK,Denmark,1982,3066
KAZ,Kazakhstan,1982,45800
PRT,Portugal,1982,6102
AUT,Austria,1982,6989
TUR,Türkiye,1981,17667
DNK,Denmark,1981,2866
KAZ,Kazakhstan,1981,44280
PRT,Portugal,1981,5686
AUT,Austria,1981,6800
TUR,Türkiye,1980,16699
FIN,Finland,1980,2402
DNK,Denmark,1980,2774
KAZ,Kazakhstan,1980,42480
PRT,Portugal,1980,5497
AUT,Austria,1980,6590
