변동사유발생연월일,구분,업체명
2022.7.21,폐업,에쓰-오일주식회사 구도일주유소 과천
2022.7.21,휴업,일운주유소
2022.7.22,휴업,동화주유소（약산）
2022.7.22,휴업,오일필드(주) 서부지점
2022.7.25,폐업,㈜자연개발 옥산주유소
2022.7.25,휴업,나드리주유소
2022.7.25,휴업,백석주유소
2022.7.26,폐업,건지로 채움 주유소
2022.7.26,폐업,그린주유소
2022.7.26,신규,대진주유소
2022.7.26,휴업,율촌주유소
2022.7.27,휴업,S-OIL 아침햇살주유소
2022.7.27,휴업,대성주유소
2022.7.27,휴업,신도시주유소
2022.7.27,휴업,암행어사주유소
2022.7.28,폐업,팽성제일주유소
2022.7.29,휴업,서서울고속주유소
2022.7.29,폐업,(주)남경석유 세영주유소
2022.7.29,폐업,대지주유소
2022.7.29,휴업,백현주유소
2022.7.29,폐업,시몬주유소
2022.8.1,휴업,죽헌동주유소
2022.8.1,휴업,현대오일뱅크㈜직영 중동대로셀프주유소
2022.8.1,휴업,광장주유소
2022.8.1,휴업,한국주유소
2022.8.1,폐업,죽향주유소
2022.8.1,신규,오션네트웍스(주)
2022.8.2,신규,행복주유소
2022.8.2,휴업,몽산포주유소
2022.8.2,휴업,흥국주유소
2022.8.3,휴업,주유소 꽃길
2022.8.3,휴업,관해셀프주유소
2022.8.3,휴업,옥산주유소
2022.8.3,휴업,대림석유(주) 솔밭주유소
2022.8.3,휴업,㈜서진주유소 향남지점
2022.8.4,휴업,대명그린주유소
2022.8.4,휴업,지에스칼텍스(주)사천중앙주유소
2022.8.4,휴업,원흥 원당동지점
2022.8.4,폐업,가래비주유소
2022.8.5,폐업,이케이에너지(주) 파주지점
2022.8.5,폐업,양지주유소
2022.8.5,휴업,고창주유소
2022.8.5,휴업,대아주유소
2022.8.6,휴업,명당주유소
2022.8.6,휴업,강림주유소
2022.8.6,휴업,안흥주유소
2022.8.8,휴업,산외주유소
2022.8.8,신규,플러스주유소
2022.8.9,신규,㈜남선석유 임방울셀프주유소
2022.8.9,폐업,관문셀프주유소
2022.8.9,폐업,무안주유소
2022.8.10,신규,녹전주유소
2022.8.10,휴업,행복드림주유소
2022.8.10,폐업,우신주유소
2022.8.10,폐업,옥매주유소
2022.8.12,휴업,금성주유소
2022.8.12,휴업,태종로주유소
2022.8.16,휴업,오성주유소
2022.8.16,폐업,(주)성신에너지 진영주유소
2022.8.17,휴업,덕암주유소
2022.8.17,폐업,희망주유소
2022.8.17,신규,대심주유소
2022.8.17,휴업,스마일주유소
2022.8.17,신규,춘향(순천방향)주유소
2022.8.17,신규,춘향(완주방향)주유소
2022.8.18,휴업,천사들주유소
2022.8.18,휴업,(주)해피그린주유소
2022.8.18,휴업,고성주유소
2022.8.18,휴업,(주)상아에너지
2022.8.18,폐업,대성주유소
2022.8.19,폐업,태인주유소
2022.8.19,휴업,프라임주유소
2022.8.19,폐업,청라주유소
2022.8.22,휴업,북부주유소
2022.8.22,폐업,현대주유소
2022.8.22,신규,남원농협 사매지점주유소
2022.8.22,휴업,제일주유소
2022.8.22,휴업,돌팍재주유소
2022.8.23,폐업,욱일주유소
2022.8.23,휴업,주식회사시너직 직영 영남제일관문주유소
2022.8.24,휴업,산업주유소
2022.8.24,휴업,동남상운주유소
2022.8.24,휴업,명동주유소
2022.8.25,휴업,SK에너지(주) 새부산주유소
2022.8.25,휴업,친구사이주유소
2022.8.25,폐업,태백산self주유소
2022.8.26,휴업,경기제일주유소
2022.8.26,휴업,정주유소
2022.8.26,휴업,산인주유소
2022.8.26,휴업,현대오일뱅크㈜직영 4공단주유소
2022.8.26,신규,나주사랑주유소
2022.8.29,휴업,선산농협주유소
2022.8.29,휴업,현대오일뱅크(주)직영 월드컵주유소
2022.8.29,휴업,감성충만셀프
2022.8.29,휴업,칠갑산주유소
2022.8.29,휴업,진영주유소
2022.8.30,신규,해평농협주유소
2022.8.31,휴업,현대오일뱅크(주)직영 부곡셀프주유소
2022.8.31,휴업,선진주유소
2022.8.31,휴업,현대오일뱅크㈜직영 장호셀프주유소
2022.8.31,휴업,세일커머스
2022.8.31,폐업,오일스타(주) 서부지점
2022.9.1,휴업,예향주유소
2022.9.1,신규,당진수청주유소
2022.9.1,신규,(유)안전에너지주유소 일봉지점
2022.9.4,휴업,서울셀프주유소
2022.9.5,휴업,명품주유소
2022.9.5,휴업,경남주유소
2022.9.6,휴업,현대오일뱅크㈜직영 재동주유소
2022.9.6,휴업,이연주유소
2022.9.6,휴업,현대오일뱅크㈜직영 호계현대셀프주유소
2022.9.6,신규,춘향(완주방향)주유소
2022.9.6,휴업,테마주유소
2022.9.6,폐업,원탑코리아 주유소
2022.9.7,휴업,현경주유소
2022.9.7,신규,남원농협 사매지점주유소
2022.9.7,신규,춘향(순천방향)주유소
2022.9.7,폐업,(유)골드주유소
2022.9.7,휴업,대경주유소
2022.9.8,휴업,(주)가조 참조은주유소
2022.9.8,휴업,관해셀프주유소
2022.9.13,휴업,하이트주유소
2022.9.13,휴업,벚꽃주유소
2022.9.13,신규,(주)대동주유소 양덕지점
2022.9.13,폐업,백천주유소
2022.9.14,휴업,(주)삼표에너지 고덕주유소
2022.9.14,휴업,대통령주유소
2022.9.15,휴업,대동주유소
2022.9.15,휴업,(주)우리상사 와동주유소
2022.9.16,휴업,(주)자연에너지 국민주유소
2022.9.16,휴업,그린주유소
2022.9.16,휴업,월악산주유소
2022.9.16,폐업,지에스칼텍스(주)사천중앙주유소
2022.9.16,휴업,동현주유소
2022.9.19,휴업,현대오일뱅크㈜직영 김포셀프주유소
2022.9.20,휴업,호법주유소
2022.9.20,휴업,서울셀프주유소
2022.9.20,휴업,지에스칼텍스(주)청주톨게이트주유소
2022.9.21,폐업,광신석유(주) 해운대중동주유소
2022.9.22,휴업,동광주유소
2022.9.22,신규,계곡농협주유소
2022.9.22,휴업,순환경영주유소
2022.9.22,휴업,새천년주유소
2022.9.22,휴업,성동주유소
2022.9.22,신규,검단신도시주유소
2022.9.23,휴업,SK에너지(주)
2022.9.26,휴업,참좋은주유소
2022.9.27,휴업,(주)여정 광양만주유소
2022.9.27,휴업,새영남주유소
2022.9.27,폐업,강남주유소
2022.9.28,신규,(유)디에스(DS) 셀프주유소
2022.9.28,폐업,새로운주유소
2022.9.28,휴업,서안동주유소
2022.9.29,휴업,(주)부흥에너지 평화주유소
2022.9.29,휴업,가평대박주유소
2022.9.29,폐업,한동주유소
2022.9.29,폐업,도마주유소
2022.9.30,휴업,수협주유소
2022.9.30,휴업,가산주유소
2022.9.30,폐업,행운주유소
2022.9.30,휴업,흥양주유소
2022.9.30,휴업,SK에너지(주)한일주유소
2022.10.4,휴업,역전에너지(주) 역전주유소
2022.10.4,폐업,현대오일뱅크(주)직영 안락대로셀프주유소
2022.10.5,휴업,지에스칼텍스(주) 관산주유소
2022.10.5,휴업,지에스칼텍스(주) 동해사랑주유소
2022.10.5,휴업,한국도로공사 백양사(논산)주유소
2022.10.5,휴업,학동주유소
2022.10.6,폐업,세일주유소
2022.10.6,휴업,국도주유소
2022.10.6,등록취소,오대산주유소
2022.10.7,신규,삼호주유소
2022.10.7,휴업,산업로주유소
2022.10.7,휴업,현대오일뱅크(주)직영 상일셀프주유소
2022.10.7,휴업,산내주유소
2022.10.7,폐업,에덴주유소
2022.10.7,휴업,주천주유소
2022.10.7,폐업,한국광유(주) 김천고속주유소
2022.10.7,휴업,동백제2주유소
2022.10.7,휴업,동백제1주유소
2022.10.7,폐업,선두주유소
2022.10.10,폐업,서래봉주유소
2022.10.11,신규,백운밸리주유소
2022.10.11,휴업,설봉주유소
2022.10.11,신규,선경셀프주유소
2022.10.11,폐업,감포주유소
2022.10.11,휴업,금산주유소
2022.10.12,폐업,건명주유소
2022.10.12,휴업,(주)가온에너지 힘쎈주유소
2022.10.13,휴업,약물내기주유소
2022.10.13,휴업,한국광유(주) 대송주유소
2022.10.13,폐업,경동주유소
2022.10.14,신규,주식회사 진천현대주유소
2022.10.14,휴업,석거리주유소
2022.10.14,휴업,SK에너지(주)동부주유소
2022.10.14,휴업,광장주유소
2022.10.14,폐업,일신주유소
2022.10.17,폐업,한남 제3한강주유소 주식회사
2022.10.17,휴업,현대오일뱅크㈜직영 효행로셀프주유소
2022.10.17,휴업,대왕주유소
2022.10.17,휴업,㈜미니이주유소
2022.10.18,폐업,논곡주유소
2022.10.18,폐업,우성주유소
2022.10.18,휴업,녹전주유소
2022.10.18,휴업,갈지주유소
2022.10.19,휴업,운두령주유소
2022.10.19,휴업,(주)우성에너지 대왕주유소
2022.10.19,휴업,도깨비주유소
2022.10.19,휴업,원진주유소
2022.10.20,휴업,삼성동주유소
2022.10.20,폐업,대진주유소
2022.10.21,휴업,광양주유소
2022.10.21,휴업,싼10주유소
2022.10.21,휴업,용복주유소
2022.10.21,폐업,장승포주유소
2022.10.24,휴업,대경석유(주) 동성주유소
2022.10.24,휴업,강상주유소
2022.10.24,휴업,(주)구산에너지 탄벌주유소
2022.10.24,폐업,영화주유소
2022.10.24,휴업,㈜아이에스피케미칼 남부산고속주유소
2022.10.24,휴업,자유에너지(주) 가든주유소
2022.10.25,휴업,현대주유소
2022.10.25,신규,감포주유소
2022.10.26,휴업,현대오일뱅크㈜직영 장호셀프주유소
2022.10.26,신규,주식회사 삼정석유
2022.10.26,휴업,태성주유소
2022.10.27,휴업,태양주유소
2022.10.28,휴업,(주)삼표에너지 우리주유소
2022.10.28,등록취소,한솔오일뱅크
2022.10.28,휴업,현대오일뱅크㈜직영 남촌주유소
2022.10.28,휴업,배꼽에너지
2022.10.28,휴업,추풍령주유소
2022.10.28,폐업,홍성에너지
2022.10.31,휴업,지에스칼텍스(주) 직영 역전점
2022.10.31,휴업,기쁨가득주유소
2022.10.31,폐업,학동주유소
2022.11.1,휴업,다복주유소
2022.11.1,휴업,하마주유소
2022.11.1,휴업,대길주유소
2022.11.1,휴업,송덕주유소
2022.11.2,휴업,천왕성주유소
2022.11.2,휴업,예향주유소
2022.11.2,휴업,백석주유소
2022.11.2,휴업,천봉주유소
2022.11.3,휴업,장지IC주유소
2022.11.3,폐업,태광주유소
2022.11.3,휴업,동해태양주유소
2022.11.3,휴업,덕산주유소
2022.11.4,신규,옥종농협북천지점주유소
2022.11.7,휴업,삼성주유소
2022.11.7,휴업,(주)태양주유소
2022.11.7,휴업,해천주유소
2022.11.8,휴업,진주남부농협 호탄주유소
2022.11.8,폐업,현대에너지
2022.11.8,폐업,광선주유소
2022.11.8,휴업,문방스타주유소
2022.11.8,휴업,모다주유소
2022.11.9,신규,(주)태성에너지
2022.11.9,휴업,지에스칼텍스(주)내동주유소
2022.11.9,휴업,의성탑주유소
2022.11.10,휴업,청하주유소
2022.11.10,휴업,현대오일뱅크(주)직영 희망등대주유소
2022.11.10,휴업,성신주유소
2022.11.11,휴업,(주)동일주유소
2022.11.11,폐업,대원주유소
2022.11.11,휴업,지에스칼텍스(주) 대양주유소
2022.11.14,휴업,화룡주유소
2022.11.14,폐업,(주)태진에너지 내각훼미리주유소
2022.11.14,휴업,지에스칼텍스(주)원내동주유소
2022.11.14,폐업,대왕주유소
2022.11.14,폐업,그린주유소
2022.11.14,휴업,문화주유소
2022.11.15,휴업,석림주유소
2022.11.15,휴업,대양석유(주) 고속주유소
2022.11.15,휴업,SK고속주유소
2022.11.17,휴업,맘모스주유소
2022.11.17,휴업,SK명품주유소
2022.11.18,휴업,한결주유소
2022.11.18,폐업,몽산포주유소
2022.11.18,폐업,에스제이주유소
2022.11.21,휴업,수완구도일주유소
2022.11.21,폐업,지에스칼텍스(주) 동해사랑주유소
2022.11.22,폐업,현대오일뱅크㈜직영 남촌주유소
2022.11.22,휴업,새만금주유소
2022.11.22,휴업,제일주유소
2022.11.23,휴업,SH주유소
2022.11.23,휴업,조양주유소
2022.11.23,휴업,칠서공단에너지
2022.11.23,등록취소,(주)명풍주유소
2022.11.23,등록취소,(주)대성플러스
2022.11.24,휴업,지에스칼텍스(주)죽전주유소
2022.11.24,휴업,청룡주유소
2022.11.25,폐업,빛고을셀프주유소
2022.11.25,휴업,한국도로공사 백양사(논산)주유소
2022.11.25,휴업,구봉주유소
2022.11.28,휴업,하조대주유소
2022.11.28,휴업,수동매일주유소
2022.11.28,휴업,해인만복주유소
2022.11.29,휴업,(주)자연에너지 국민주유소
2022.11.29,휴업,만세주유소
2022.11.29,휴업,세화주유소
2022.11.29,폐업,강원주유소
2022.11.29,폐업,은월주유소
2022.11.30,휴업,지에스칼텍스(주) 오토피아주유소
2022.11.30,폐업,동산제일주유소
2022.11.30,휴업,용담주유소
2022.12.1,휴업,화성주유소
2022.12.1,휴업,충주댐주유소
2022.12.1,신규,옥종농협북천지점주유소
2022.12.1,휴업,지에스칼텍스(주)판도라주유소
2022.12.1,휴업,아이에스피케미칼(주) 남부산고속주유소
2022.12.2,휴업,이케이에너지(주) 예당주유소
2022.12.2,휴업,상원주유소
2022.12.2,휴업,덕암주유소
2022.12.2,폐업,현대주유소
2022.12.2,휴업,황금주유소
2022.12.2,신규,섬섬주유소
2022.12.2,휴업,현대주유소
2022.12.2,휴업,씨제이대한통운(주)대전주유소
2022.12.5,휴업,웅담주유소
2022.12.5,휴업,중앙탑주유소
2022.12.6,휴업,죽산에너지
2022.12.6,폐업,프라임주유소
2022.12.6,휴업,믿음가득주유소
2022.12.7,폐업,여강주유소
2022.12.7,휴업,신산주유소
2022.12.7,휴업,봉능주유소
2022.12.7,폐업,지산제일주유소
2022.12.7,휴업,진영주유소
2022.12.7,휴업,51주유소
2022.12.8,휴업,현대오일뱅크㈜직영 장호셀프주유소
2022.12.8,신규,화성주유소
2022.12.8,폐업,화성주유소
2022.12.8,휴업,수분주유소
2022.12.8,휴업,(주)구복주유소
2022.12.8,폐업,장수로주유소
2022.12.8,폐업,경동주유소
2022.12.8,폐업,유천주유소
2022.12.8,폐업,동일석유(주) 성신주유소
2022.12.8,폐업,지에스칼텍스(주)기와주유소
2022.12.12,폐업,거창주유소
2022.12.12,휴업,대호만주유소
2022.12.12,휴업,강변주유소
2022.12.13,폐업,(주)동아석유 진접지점
2022.12.13,휴업,중앙IC주유소
2022.12.13,휴업,소원주유소
2022.12.13,폐업,현대주유소
2022.12.13,폐업,그린주유소
2022.12.14,폐업,가곡주유소
2022.12.15,폐업,삼미상사(주) 시흥감나무셀프주유소
2022.12.15,휴업,현대오일뱅크㈜직영 신철원주유소
2022.12.15,휴업,청정주유소
2022.12.15,휴업,동백주유소
2022.12.16,휴업,강상주유소
2022.12.16,휴업,선산농협주유소
2022.12.16,신규,신명주유소
2022.12.16,휴업,가산주유소
2022.12.16,폐업,덕포주유소
2022.12.20,폐업,원삼그린주유소
2022.12.20,휴업,현대오일뱅크㈜직영 호계현대셀프주유소
2022.12.20,폐업,한일주유소
2022.12.20,휴업,한림주유소
2022.12.21,폐업,약수터주유소
2022.12.21,휴업,음암주유소
2022.12.21,휴업,광신홀딩스(주)반송지점
2022.12.21,폐업,가원주유소
2022.12.21,휴업,(주)에스디에이오일 일등주유소
2022.12.22,휴업,(주)자연에너지 국민주유소
2022.12.22,휴업,푸른주유소
2022.12.23,휴업,한옥마을주유소
2022.12.23,휴업,광신석유(주)직영 교대주유소
2022.12.26,휴업,(주)대연에너지 동신주유소
2022.12.26,휴업,여항산주유소
2022.12.26,휴업,화목셀프주유소
2022.12.27,휴업,현대오일뱅크(주)직영 우신주유소
2022.12.27,폐업,사곡주유소
2022.12.27,휴업,제일주유소
2022.12.27,휴업,감성충만셀프
2022.12.27,휴업,삼성주유소
2022.12.28,휴업,경기제일주유소
2022.12.28,휴업,수산주유소
2022.12.28,휴업,천일주유소
2022.12.28,휴업,제일주유소
2022.12.28,휴업,세촌 새동평주유소
2022.12.28,휴업,솔밭주유소
2022.12.28,휴업,무등주유소
2022.12.29,휴업,현대오일뱅크(주)직영 희망등대주유소
2022.12.29,휴업,남원축협 주유소
2022.12.29,폐업,지에스칼텍스(주) 부성주유소
2022.12.30,휴업,보광주유소
2022.12.30,폐업,(주)해피그린주유소
2022.12.30,휴업,OK주유소
2022.12.30,폐업,일광주유소
2022.12.30,휴업,광신석유(주) 양덕주유소
2022.12.30,휴업,고현주유소
2023.1.3,폐업,동해삼거리주유소
2023.1.3,휴업,영월현대주유소
2023.1.3,휴업,마대주유소
2023.1.3,휴업,광신직영(호원셀프)
2023.1.3,휴업,계명주유소
2023.1.3,휴업,맘모스주유소
2023.1.3,휴업,삼융주유소
2023.1.4,폐업,(주)대연에너지 동신주유소
2023.1.4,휴업,이연주유소
2023.1.4,휴업,돌꼭지주유소
2023.1.5,휴업,오성주유소
2023.1.5,휴업,보광주유소
2023.1.5,휴업,우방주유소
2023.1.5,휴업,대박주유소
2023.1.5,휴업,삼거리주유소
2023.1.5,휴업,창성주유소
2023.1.5,폐업,지에스칼텍스(주)조양주유소
2023.1.5,신규,(주)청라국제도시주유소
2023.1.6,폐업,화성허브주유소
2023.1.6,폐업,씨앤에스유통(주) 탄현주유소
2023.1.6,휴업,천지주유소
2023.1.6,휴업,대명주유소
2023.1.6,폐업,신기주유소
2023.1.6,폐업,중도석유(주)산성주유소
2023.1.6,휴업,성원주유소
2023.1.6,휴업,은혜주유소
2023.1.10,폐업,(주)일오삼주유소153
2023.1.10,휴업,SK에너지(주) 군산주유소
2023.1.10,휴업,부강제일주유소
2023.1.10,신규,도림주유소
2023.1.11,폐업,우리주유소
2023.1.11,폐업,지에스칼텍스(주)내동주유소
2023.1.12,휴업,비에스에너지(주) 덕암IC주유소
2023.1.12,폐업,한국광유(주) 대송주유소
2023.1.12,휴업,고려산주유소
2023.1.13,휴업,덕암주유소
2023.1.13,휴업,신풍주유소
2023.1.13,휴업,오성주유소
2023.1.13,휴업,청천주유소
2023.1.13,휴업,인싸주유소
2023.1.13,휴업,장터주유소
2023.1.16,휴업,통일주유소
2023.1.16,폐업,지에스칼텍스(주)원내동주유소
2023.1.16,폐업,신성주유소
2023.1.17,폐업,삼릉주유소
2023.1.17,휴업,용인센트럴모비지주유소
2023.1.17,휴업,내원사주유소
2023.1.17,폐업,광주화정셀프주유소
2023.1.17,휴업,사인정주유소
2023.1.18,폐업,부원주유소
2023.1.18,휴업,문장주유소
2023.1.18,휴업,하이츠제2주유소
2023.1.19,휴업,남일주유소
2023.1.19,휴업,싼10주유소
2023.1.20,휴업,행복한주유소
2023.1.20,휴업,굿써비스주유소
2023.1.20,휴업,쓰리고주유소
2023.1.25,폐업,신사7주유소
2023.1.25,폐업,지에스칼텍스(주) 대양주유소
2023.1.25,휴업,(주)자연에너지 국민주유소
2023.1.26,폐업,현대오일뱅크(주)직영 우신주유소
2023.1.26,신규,동인청사(주) 구도일주유소세종
2023.1.27,휴업,약수주유소
2023.1.28,폐업,동서울주유소
2023.1.30,휴업,북창원주유소
2023.1.30,휴업,정읍아이씨주유소
2023.1.30,폐업,지에스칼텍스(주)청주톨게이트주유소
2023.1.30,휴업,(주)범화 오창(하남)주유소
2023.1.31,휴업,삼성주유소
2023.1.31,휴업,학동주유소
2023.1.31,휴업,내판주유소
2023.2.2,휴업,남하주유소
2023.2.2,휴업,명품주유소
2023.2.2,휴업,진원주유소
2023.2.3,휴업,㈜서울에너지
2023.2.3,휴업,판도라주유소
2023.2.3,휴업,한전리주유소
2023.2.7,휴업,삼2주유소
2023.2.7,휴업,청복주유소
2023.2.8,신규,(주)백마주유소
2023.2.8,휴업,남안동IC주유소
2023.2.8,휴업,미연주유소
2023.2.9,휴업,(주)대창석유직영 대성주유소
2023.2.9,휴업,동강주유소
2023.2.9,폐업,동부대로주유소
2023.2.9,휴업,산내주유소
2023.2.10,휴업,you주유소
2023.2.10,폐업,만땅주유소
2023.2.10,폐업,새영남주유소
2023.2.13,휴업,대전명성셀프주유소
2023.2.14,휴업,삼성동주유소
2023.2.16,폐업,강릉주유소
2023.2.16,폐업,대광주유소
2023.2.20,폐업,남원축협 주유소
2023.2.20,폐업,새고개주유소
2023.2.21,휴업,해성주유소
2023.2.22,폐업,강변주유소
2023.2.23,폐업,보문주유소
2023.2.23,휴업,자유에너지(주) 가든주유소
2023.2.24,휴업,남일주유소
2023.2.24,휴업,오일필드(주)중부지점주유소
2023.2.24,휴업,착한14주유소
2023.2.27,휴업,한마음주유소
2023.2.28,휴업,(주)디오티디 김포햇님이주유소
2023.2.28,폐업,(주)신선에너지 유엔주유소
2023.2.28,휴업,삼화주유소
2023.2.28,휴업,이케이에너지(주) 예당주유소
2023.2.28,휴업,하은주유소
2023.3.2,휴업,국향주유소
2023.3.2,휴업,현대오일뱅크㈜직영 독립문주유소
2023.3.2,휴업,현대오일뱅크㈜직영 송내IC주유소
2023.3.2,휴업,행복을파는주유소
2023.3.2,폐업,안현주유소
2023.3.3,휴업,진영주유소
2023.3.3,휴업,은마석유(주) 아시아드주유소
2023.3.3,휴업,현대오일뱅크㈜직영 서원주유소
2023.3.6,휴업,원산주유소
2023.3.6,휴업,현대오일뱅크㈜직영 부평공단셀프주유소
2023.3.6,폐업,역전에너지(주) 역전주유소
2023.3.6,폐업,남문주유소
2023.3.7,휴업,SK어연공단주유소
2023.3.7,폐업,독립주유소
2023.3.7,신규,진량농협주유소
2023.3.8,휴업,현대오일뱅크㈜직영 하계주유소
2023.3.8,휴업,고향주유소
2023.3.8,폐업,농성역 엘린주유소
2023.3.9,휴업,옥포주유소
2023.3.9,휴업,153주유소
2023.3.9,휴업,청풍원주유소
2023.3.9,신규,북광산IC주유소
2023.3.10,휴업,임곡농협주유소
2023.3.10,폐업,대월농협주유소
2023.3.10,휴업,효진주유소
2023.3.13,휴업,화성주유소
2023.3.13,폐업,송원주유소
2023.3.13,휴업,삼양주유소
2023.3.14,휴업,현대오일뱅크㈜직영 동천마을셀프주유소
2023.3.14,휴업,태경산업(주) 함평(무안)주유소
2023.3.15,휴업,SK에너지(주) SK수완셀프주유소
2023.3.16,휴업,유성주유소
2023.3.16,휴업,은일주유소
2023.3.17,휴업,한일주유소
2023.3.17,휴업,산업로주유소
2023.3.17,휴업,화랑주유소
2023.3.17,휴업,활천주유소
2023.3.17,휴업,상록주유소
2023.3.20,휴업,참좋은주유소
2023.3.20,휴업,북진천IC주유소
2023.3.21,휴업,장안주유소
2023.3.22,휴업,낙동주유소
2023.3.22,휴업,㈜서울에너지
2023.3.23,휴업,삼성동주유소
2023.3.23,휴업,두꺼비주유소
2023.3.24,휴업,광신석유(주) 진영주유소
2023.3.24,휴업,오일필드(주) 성북지점
2023.3.27,휴업,동방석유(주) 현대주유소
2023.3.28,휴업,동우주유소
2023.3.28,휴업,(주)삼화에너지 삼화주유소
2023.3.28,휴업,새마당주유소
2023.3.29,휴업,주식회사 윤에너지
2023.3.29,휴업,신산주유소
2023.3.29,폐업,삼한주유소
2023.3.29,휴업,이천주유소
2023.3.30,휴업,경기제일주유소
2023.3.31,신규,용진에너지(주)직영 강릉주유소
2023.3.31,휴업,진원주유소
2023.3.31,휴업,감성충만셀프
2023.3.31,등록취소,럭키주유소
2023.4.3,휴업,SK에너지(주)문흥주유소
2023.4.3,휴업,인월주유소
2023.4.3,신규,여수농협 남면지점 주유소
2023.4.4,휴업,남선석유(주)순양주유소
2023.4.4,휴업,마포주유소
2023.4.4,휴업,한일주유소
2023.4.4,휴업,다릿재주유소
2023.4.4,휴업,국도주유소
2023.4.5,신규,청송애플주유소
2023.4.5,휴업,학봉정주유소
2023.4.5,휴업,삼영주유소
2023.4.5,휴업,현대오일뱅크㈜직영 첨단셀프주유소
2023.4.5,휴업,신천안스테이션
2023.4.6,휴업,함창주유소
2023.4.6,폐업,월사주유소
2023.4.7,휴업,대성산업(주) 구의주유소
2023.4.7,휴업,SK에너지(주) 삼성self주유소
2023.4.7,폐업,장동주유소
2023.4.7,휴업,신바람주유소
2023.4.7,신규,(주)양지 남부대로주유소
2023.4.7,등록취소,양주주유소
2023.4.10,휴업,교대주유소
2023.4.10,휴업,자유에너지(주) 가든주유소
2023.4.11,휴업,수정주유소
2023.4.11,폐업,고려주유소
2023.4.11,휴업,지에스칼텍스(주)내곡주유소
2023.4.11,휴업,SK에너지(주)나운주유소
2023.4.11,휴업,(주)칠공에너지 YS셀프주유소
2023.4.12,휴업,에이치디현대오일뱅크(주)직영 연산셀프주유소
2023.4.12,휴업,에이치디현대오일뱅크(주)직영 명일셀프주유소
2023.4.12,휴업,삼화주유소
2023.4.13,휴업,지에스칼텍스(주) 구의스타주유소
2023.4.14,휴업,(주)청명주유소-김포지점
2023.4.14,휴업,(주)청명주유소
2023.4.14,휴업,토함산주유소
2023.4.14,휴업,월하주유소
2023.4.16,휴업,신안주유소
2023.4.18,폐업,유니콘스주유소
2023.4.18,폐업,광신석유(주) 학장주유소
2023.4.19,휴업,DH문막주유소
2023.4.19,휴업,동우
2023.4.19,휴업,남원 함창주유소
2023.4.19,휴업,태영주유소
2023.4.20,휴업,지세포주유소
2023.4.20,휴업,SJ산림조합주유소
2023.4.21,휴업,설악주유소
2023.4.21,휴업,덕암주유소
2023.4.21,휴업,유성에너지(주) 풍경주유소
2023.4.21,폐업,삼삼주유소
2023.4.24,폐업,대성주유소
2023.4.25,휴업,행복드림주유소
2023.4.25,폐업,(주)왕대박주유소
2023.4.25,휴업,에스씨5주유소
2023.4.26,휴업,해천주유소
2023.4.27,휴업,㈜미니이주유소
2023.4.27,폐업,태하셀프주유소
2023.4.28,휴업,(주)자연에너지 한강주유소
2023.4.28,휴업,시온주유소
2023.5.1,휴업,이케이에너지(주) 예당주유소
2023.5.1,폐업,스마일주유소
2023.5.2,폐업,만남의주유소
2023.5.2,휴업,(주)삼하 호매실주유소
2023.5.2,폐업,신풍주유소
2023.5.2,휴업,새롬주유소
2023.5.2,휴업,에이치디현대오일뱅크(주)직영 양천현대셀프주유소
2023.5.2,폐업,늘푸른주유소
2023.5.2,폐업,감우재주유소
2023.5.3,신규,SK에너지(주) 문막주유소
2023.5.4,휴업,정금주유소
2023.5.4,휴업,호국주유소
2023.5.4,휴업,대천주유소
2023.5.8,휴업,새마을주유소
2023.5.9,폐업,에이치디현대오일뱅크(주)직영 중리현대셀프주유소
2023.5.9,휴업,송포새한주유소
2023.5.9,폐업,첨단제일주유소
2023.5.9,휴업,희망주유소
2023.5.9,휴업,학산주유소
2023.5.9,폐업,중앙스토어
2023.5.10,휴업,아시아주유소
2023.5.12,휴업,에이치디현대오일뱅크(주)직영 석수현대셀프주유소
2023.5.12,폐업,창조주유소
2023.5.15,휴업,대호주유소
2023.5.15,휴업,정원주유소
2023.5.16,폐업,서운주유소
2023.5.16,휴업,유한회사 이율에너지 동산주유소
2023.5.16,휴업,새만금주유소
2023.5.16,신규,(주)에스엘 송정주유소
2023.5.17,휴업,광신석유(주) 김해대로주유소
2023.5.17,폐업,에이치디현대오일뱅크(주)직영 거북셀프주유소
2023.5.18,폐업,상하주유소
2023.5.18,휴업,명신주유소
2023.5.22,휴업,연하주유소
2023.5.22,휴업,남벌교주유소
2023.5.24,휴업,며느리재주유소
2023.5.25,휴업,화목셀프주유소
2023.5.26,휴업,일성주유소
2023.5.30,휴업,덕계주유소
2023.5.30,폐업,영덕가는길주유소
2023.5.30,휴업,와이케이에너지(주) 기장대로 셀프주유소
2023.5.30,휴업,태백산주남들주유소
2023.5.31,휴업,푸른현대주유소
2023.5.31,휴업,(주)디오티디 김포햇님이주유소
2023.5.31,폐업,협성주유소
2023.5.31,폐업,흥양주유소
2023.6.1,휴업,중앙셀프주유소
2023.6.1,휴업,태양주유소
2023.6.1,휴업,(유)하은에너지 우문가스충전주유소
2023.6.2,휴업,SK송탄self주유소
2023.6.2,휴업,용담주유소
2023.6.2,휴업,중앙주유소
2023.6.5,폐업,에이치디현대오일뱅크(주)직영 능곡역주유소
2023.6.5,폐업,지에스칼텍스(주)한마음주유소
