변동사유발생연월일,구분,업체명
2015.1.2,휴업,(주)유림에너지 대기주유소
2015.1.5,신규등록,광나는 주유소
2015.1.5,폐업,㈜소모석유 상무제일주유소
2015.1.5,휴업,활주로주유소
2015.1.6,신규등록,남상주농협주유소
2015.1.6,휴업,팔공산한마음주유소
2015.1.6,휴업,태양주유소
2015.1.6,휴업,몽촌주유소
2015.1.6,폐업,쇄노재주유소
2015.1.6,휴업,삽교호주유소
2015.1.7,휴업,드림(하나)주유소
2015.1.7,휴업,남광석유판매㈜ 직영 중동주유소
2015.1.7,휴업,광남주유소
2015.1.7,휴업,남부안농민회주유소
2015.1.7,휴업,청산주유소
2015.1.8,휴업,종합주유소
2015.1.9,휴업,세화주유소
2015.1.9,신규등록,능주농협주유소
2015.1.12,휴업,SK네트웍스㈜ 옥천주유소
2015.1.12,폐업,세화주유소
2015.1.12,폐업,해피데이주유소
2015.1.12,휴업,우리동네주유소
2015.1.12,폐업,만남의주유소
2015.1.12,휴업,중앙주유소
2015.1.13,휴업,항만주유소
2015.1.13,폐업,고려주유소
2015.1.13,신규등록,현대석문공단주유소
2015.1.14,휴업,열가재제3주유소
2015.1.14,휴업,공주대주유소
2015.1.15,폐업,강변주유소
2015.1.15,휴업,오성주유소
2015.1.16,휴업,만땅주유소
2015.1.16,폐업,중앙주유소
2015.1.16,휴업,연세석유안성동아대셀프주유소
2015.1.16,휴업,효재주유소
2015.1.16,폐업,광해주유소
2015.1.19,휴업,동성종합상사도개주유소
2015.1.19,휴업,태전착한주유소
2015.1.19,폐업,우송주유소
2015.1.20,폐업,설매주유소
2015.1.20,폐업,만남주유소
2015.1.20,신규등록,청남셀프주유소
2015.1.20,휴업,도리원주유소
2015.1.20,휴업,영일고속주유소
2015.1.20,폐업,좋은기름나라주유소
2015.1.20,휴업,씨앤에스에너지(주)온산공단주유소
2015.1.20,폐업,㈜용현주유소
2015.1.20,휴업,한송주유소
2015.1.21,휴업,동양주유소
2015.1.21,휴업,대경주유소
2015.1.21,신규등록,천봉주유소
2015.1.22,휴업,북방주유소
2015.1.22,휴업,GS칼텍스㈜ 직영 대유점
2015.1.22,휴업,의성주유소
2015.1.22,휴업,목화주유소
2015.1.22,폐업,소호주유소
2015.1.23,휴업,다압주유소
2015.1.23,신규등록,능주농협주유소
2015.1.23,휴업,일월주유소
2015.1.23,휴업,강변주유소
2015.1.24,휴업,삼정주유소
2015.1.28,폐업,영목주유소
2015.1.28,휴업,대웅에너지주유소
2015.1.28,폐업,호남제2주유소
2015.1.28,신규등록,전주나들목주유소
2015.1.29,신규등록,안덕하나주유소
2015.1.30,휴업,곰돌이주유소
2015.1.30,폐업,흥구석유㈜ 흥구중산주유소
2015.1.30,휴업,푸른별주유소
2015.1.30,휴업,비인주유소
2015.1.30,신규등록,㈜좋은에너지
2015.2.2,휴업,터널주유소
2015.2.2,신규등록,KH에너지㈜직영 양주주유소(일산방향)
2015.2.2,휴업,꿈동산주유소
2015.2.2,신규등록,송도행복주유소
2015.2.2,휴업,한동주유소
2015.2.2,휴업,㈜대천에너지
2015.2.3,휴업,상승주유소
2015.2.3,폐업,선진주유소
2015.2.3,폐업,은경주유소
2015.2.3,휴업,㈜원흥 광주지점
2015.2.3,신규등록,㈜OS에너지부전주유소
2015.2.3,폐업,둔촌주유소
2015.2.3,폐업,인보주유소
2015.2.3,휴업,현우주유소
2015.2.3,휴업,공주대주유소
2015.2.4,휴업,제이앤비코리아㈜ 천지주유소
2015.2.5,폐업,세영주유소
2015.2.5,신규등록,금곡농협주유소
2015.2.5,폐업,태광주유소
2015.2.5,폐업,장산주유소
2015.2.5,휴업,동구주유소
2015.2.5,신규등록,하늘빛주유소
2015.2.6,신규등록,미래로self주유소
2015.2.6,폐업,유신주유소
2015.2.6,휴업,미래주유소
2015.2.9,휴업,돈방석주유소
2015.2.9,폐업,삼성주유소
2015.2.9,휴업,한겨레주유소
2015.2.10,휴업,㈜제이케이에너지 송전IC주유소
2015.2.10,신규등록,세종행복 새롬점&버거킹
2015.2.10,휴업,예일주유소
2015.2.10,휴업,박물관주유소
2015.2.10,휴업,짱구주유소
2015.2.10,휴업,신덕주유소
2015.2.11,폐업,이화주유소
2015.2.11,폐업,현대오일뱅크㈜직영 태윤주유소
2015.2.11,폐업,㈜안국에너지 유성주유소
2015.2.11,휴업,광석동주유소
2015.2.11,휴업,금호주유소
2015.2.11,휴업,곡강주유소
2015.2.11,휴업,기장연곡주유소
2015.2.11,폐업,햇살주유소
2015.2.11,폐업,(유)나들목주유소
2015.2.11,휴업,대영석유
2015.2.12,휴업,고단주유소
2015.2.12,휴업,남산주유소
2015.2.12,폐업,태양해상급유㈜
2015.2.12,휴업,거성석유㈜
2015.2.13,휴업,문덕화물제2주유소
2015.2.13,휴업,수색제일주유소
2015.2.16,폐업,치악파크주유소
2015.2.16,휴업,할렐루야주유소
2015.2.16,폐업,강변북로주유소
2015.2.16,휴업,연평주유소
2015.2.16,등록취소,중앙제3주유소
2015.2.16,휴업,성원주유소
2015.2.16,휴업,서양새마을금고주유소
2015.2.16,폐업,대성산업㈜ 노원대성주유소
2015.2.16,폐업,대진주유소
2015.2.17,폐업,부곡주유소
2015.2.17,신규등록,태현마린㈜
2015.2.23,폐업,해동주유소
2015.2.23,폐업,행주주유소
2015.2.23,폐업,한진주유소
2015.2.23,폐업,고척주유소
2015.2.23,휴업,장백주유소
2015.2.24,휴업,하일라주유소
2015.2.24,폐업,하나주유소
2015.2.24,폐업,부영주유소
2015.2.24,휴업,GS칼텍스㈜ 인천공항점
2015.2.24,폐업,세일주유소
2015.2.24,휴업,춘장대IC주유소
2015.2.25,휴업,대청봉주유소
2015.2.25,휴업,㈜최강에너지본점
2015.2.25,폐업,사천주유소
2015.2.25,휴업,평촌주유소
2015.2.25,휴업,줄포관광주유소
2015.2.26,등록취소,장안주유소
2015.2.26,폐업,미송주유소
2015.2.27,휴업,진고개주유소
2015.2.27,휴업,믿음가득주유소
2015.2.27,휴업,남양주유소
2015.2.27,휴업,OK주유소
2015.2.27,폐업,연안주유소
2015.3.2,등록취소,금강주유소
2015.3.2,휴업,검창주유소
2015.3.2,휴업,성림주유소
2015.3.2,휴업,물곡주유소
2015.3.3,폐업,신도시주유소
2015.3.3,폐업,목재단지주유소
2015.3.3,폐업,청라신도시주유소
2015.3.3,휴업,태양주유소
2015.3.3,휴업,장덕주유소
2015.3.3,신규등록,우리셀프주유소
2015.3.4,휴업,친절한주유소
2015.3.4,휴업,하늘주유소
2015.3.4,폐업,태양주유소
2015.3.4,폐업,현대오일뱅크㈜직영 연희현대
2015.3.4,폐업,세화주유소
2015.3.4,휴업,유주주유소
2015.3.5,신규등록,금강주유소
2015.3.5,휴업,광명주유소
2015.3.5,휴업,슈퍼맨주유소㈜
2015.3.5,휴업,㈜삼보 명진셀프주유소
2015.3.5,등록취소,행복드림주유소
2015.3.6,등록취소,명품아울렛주유소
2015.3.6,폐업,송륜주유소
2015.3.9,휴업,생곡휴게주유소
2015.3.9,휴업,송정주유소
2015.3.9,휴업,SK영신주유소
2015.3.9,폐업,행원주유소
2015.3.10,신규등록,주안주유소
2015.3.10,휴업,신북주유소
2015.3.11,폐업,부천테크노주유소
2015.3.11,폐업,대현주유소
2015.3.11,휴업,옥련주유소
2015.3.11,폐업,한송주유소
2015.3.11,휴업,금강주유소
2015.3.11,휴업,쌍둥이주유소
2015.3.12,신규등록,대흥제2self주유소
2015.3.12,휴업,영천주유소
2015.3.12,폐업,문수주유소
2015.3.13,폐업,호남고속주유소
2015.3.13,휴업,드림주유소
2015.3.16,신규등록,현풍신IC주유소
2015.3.16,등록취소,월드주유소
2015.3.16,휴업,대둔산주유소
2015.3.17,휴업,스마일주유소
2015.3.17,폐업,백양주유소
2015.3.17,폐업,오일육주유소
2015.3.18,폐업,케이케이㈜ 고려주유소
2015.3.18,휴업,삼영주유소
2015.3.18,휴업,성화주유소
2015.3.18,등록취소,지축주유소
2015.3.19,폐업,평내주유소
2015.3.19,폐업,동신주유소
2015.3.20,폐업,송이주유소
2015.3.22,폐업,SK동아에너지
2015.3.23,폐업,주식회사 민성
2015.3.23,휴업,치산주유소
2015.3.23,폐업,대일상운㈜
2015.3.23,폐업,청룡주유소
2015.3.23,휴업,대광주유소
2015.3.23,폐업,활주로주유소
2015.3.23,폐업,송이주유소
2015.3.24,휴업,대신주유소
2015.3.25,휴업,사계절주유소
2015.3.25,폐업,동일주유소
2015.3.25,휴업,명성에너지
2015.3.25,폐업,㈜미림주유소
2015.3.25,휴업,주식회사 도준코퍼레이션
2015.3.26,폐업,신우오일상회
2015.3.26,폐업,율곡유업사
2015.3.26,휴업,옥계주유소
2015.3.27,신규등록,동화주유소
2015.3.30,폐업,청호주유소
2015.3.30,휴업,주교고송영농회주유소
2015.3.31,휴업,㈜용봉주유소
2015.3.31,휴업,명주주유소
2015.3.31,휴업,터널주유소
2015.3.31,폐업,신정자주유소
2015.3.31,휴업,고릴라주유소
2015.3.31,휴업,금호주유소
2015.3.31,폐업,동방주유소
2015.3.31,휴업,㈜원흥 광주지점
2015.3.31,휴업,미양주유소
2015.3.31,휴업,월천주유소
2015.3.31,신규등록,소향self주유소
2015.4.1,휴업,제2부자주유소
2015.4.1,폐업,성계주유소
2015.4.1,등록취소,대전주유소
2015.4.1,등록취소,뉴월드주유소
2015.4.1,등록취소,대원주유소
2015.4.2,휴업,경기주유소
2015.4.2,휴업,오일파크 하성주유소
2015.4.2,폐업,금아주유소
2015.4.2,폐업,충무주유소
2015.4.2,등록취소,고속주유소
2015.4.2,폐업,동명석유
2015.4.2,휴업,구봉주유소
2015.4.3,휴업,평택휴게소주유소
2015.4.3,폐업,구봉석유
2015.4.3,휴업,대양석유㈜ 보라매주유소
2015.4.3,폐업,충만주유소
2015.4.6,휴업,금호주유소
2015.4.6,휴업,만당주유소
2015.4.6,신규등록,영진주유소
2015.4.6,폐업,평촌주유소
2015.4.6,폐업,풍차주유소
2015.4.6,휴업,대지주유소
2015.4.6,폐업,대신주유소
2015.4.7,휴업,상동주유소
2015.4.7,휴업,소문만복래주유소
2015.4.9,휴업,상주아이씨주유소
2015.4.9,휴업,서부농협주유소
2015.4.9,폐업,꿈동산주유소
2015.4.10,폐업,미래주유소
2015.4.10,폐업,부일주유소
2015.4.10,휴업,㈜소모석유 금천제일주유소
2015.4.10,폐업,산정주유소
2015.4.13,휴업,오산주유소
2015.4.13,휴업,(유)서해안주유소
2015.4.13,휴업,한겨레주유소
2015.4.14,휴업,남선석유㈜ 톨게이트주유소
2015.4.14,휴업,일등주유소
2015.4.15,휴업,맑은주유소
2015.4.15,등록취소,광주제1주유소
2015.4.15,휴업,신반월주유소
2015.4.15,등록취소,대한주유소
2015.4.15,등록취소,한솔주유소
2015.4.15,휴업,평택휴게소주유소
2015.4.15,신규등록,산업로주유소
2015.4.15,휴업,선사주유소
2015.4.15,휴업,목화주유소
2015.4.15,폐업,덕행주유소
2015.4.15,휴업,SK고속주유소
2015.4.15,폐업,터미널주유소
2015.4.16,휴업,도원주유소
2015.4.16,휴업,금호주유소
2015.4.17,휴업,큰길주유소
2015.4.20,등록취소,가득주유소
2015.4.20,폐업,조인에너지
2015.4.20,폐업,㈜성서IC주유소
2015.4.20,폐업,동해주유소
2015.4.20,폐업,제일주유소
2015.4.21,등록취소,서안에너지
2015.4.21,폐업,SK네트웍스㈜ 신천주유소
2015.4.21,폐업,정민에너지
2015.4.21,휴업,석창주유소
2015.4.23,휴업,만땅주유소
2015.4.23,신규등록,유신주유소
2015.4.23,폐업,칠곡주유소
2015.4.23,휴업,용흥주유소
2015.4.23,폐업,㈜거림에너지
2015.4.24,폐업,미주주유소
2015.4.24,신규등록,㈜원일유통 순창(대구)주유소
2015.4.24,신규등록,대원주유소
2015.4.27,등록취소,합동주유소
2015.4.27,휴업,세종주유소
2015.4.27,휴업,색달주유소
2015.4.28,폐업,㈜다담테크 다담주유소
2015.4.28,신규등록,화원IC주유소
2015.4.28,폐업,주-디케이비엠시 대경주유소
2015.4.28,폐업,해인주유소
2015.4.28,휴업,수정주유소
2015.4.28,신규등록,현대오일뱅크㈜ 송정현대주유소
2015.4.28,휴업,영정대성주유소
2015.4.28,휴업,강변주유소
2015.4.29,휴업,㈜태산에너지
2015.4.29,휴업,육백사주유소
2015.4.29,휴업,(유)경남가스 그린주유소
2015.4.29,신규등록,보성농협주유소
2015.4.30,휴업,하나주유소
2015.4.30,휴업,청자주유소
2015.4.30,휴업,한동주유소
2015.4.30,휴업,우리주유소
2015.5.1,휴업,마령주유소
2015.5.1,폐업,다목주유소
2015.5.1,휴업,동일석유㈜ 양주주유소
2015.5.4,휴업,대호주유소
2015.5.4,폐업,태평양주유소
2015.5.4,신규등록,용두우리주유소
2015.5.4,폐업,우리들주유소
2015.5.6,휴업,덕풍계곡주유소
2015.5.6,등록취소,케이아이주유소
2015.5.6,휴업,대포주유소
2015.5.6,신규등록,㈜명진에너지주유소
2015.5.6,폐업,국민주유소
2015.5.6,폐업,평은고속주유소
2015.5.6,휴업,서양새마을금고주유소
2015.5.6,폐업,신진주유소
2015.5.6,휴업,신광주유소
2015.5.6,등록취소,창공주유소
2015.5.6,휴업,봉황주유소
2015.5.7,휴업,동부주유소
2015.5.8,폐업,SK경춘주유소
2015.5.8,폐업,하나주유소
2015.5.8,휴업,서림주유소
2015.5.8,신규등록,㈜명진에너지
2015.5.8,폐업,남해화학㈜ 풍암하나로주유소
2015.5.8,폐업,구지주유소
2015.5.8,폐업,서전에너지㈜ 대전주유소
2015.5.8,휴업,주식회사 유아이에너지
2015.5.8,폐업,예당주유소
2015.5.8,폐업,우리주유소
2015.5.11,휴업,금호주유소
2015.5.11,휴업,팔공산한마음주유소
2015.5.11,휴업,석교주유소
2015.5.12,휴업,백송주유소
2015.5.12,휴업,무안주유소
2015.5.12,휴업,목화주유소
2015.5.12,휴업,사인정주유소
2015.5.12,폐업,우강주유소
2015.5.12,휴업,만리포주유소
2015.5.13,휴업,㈜제일주유소
2015.5.13,휴업,장림주유소
2015.5.13,폐업,신남동주유소
2015.5.14,휴업,부천주유소
2015.5.14,휴업,안산하이웨이주유소
2015.5.14,휴업,㈜대원 소촌우리주유소
2015.5.14,휴업,합동주유소
2015.5.14,휴업,불암주유소
2015.5.14,휴업,대영주유소
2015.5.14,휴업,영일주유소
2015.5.15,휴업,오일파크 하성주유소
2015.5.15,휴업,터널주유소
2015.5.15,등록취소,화성큰길주유소
2015.5.15,등록취소,카러브주유소
2015.5.15,폐업,금강주유소
2015.5.15,휴업,선경모터스㈜ 청양주유소
2015.5.18,신규등록,금탑주유소
2015.5.18,휴업,유정주유소
2015.5.18,폐업,고성주유소
2015.5.18,폐업,정읍제일주유소
2015.5.19,신규등록,은하제3주유소
2015.5.19,휴업,덕양주유소
2015.5.19,폐업,삼진주유소
2015.5.19,폐업,페트로코리아㈜ 남부지사
2015.5.19,폐업,미양주유소
2015.5.19,신규등록,오곡동주유소
2015.5.20,폐업,은빛주유소
2015.5.20,휴업,차사랑주유소
2015.5.20,폐업,흥일주유소
2015.5.20,휴업,㈜제이에스에너지
2015.5.21,휴업,㈜삼호에너지 보동주유소
2015.5.21,신규등록,금탑주유소
2015.5.21,신규등록,선남농협 클린주유소
2015.5.22,휴업,현대오일뱅크㈜직영 영진주유소
2015.5.22,신규등록,에스제이주유소
2015.5.22,신규등록,가나주유소
2015.5.22,폐업,삼보주유소
2015.5.22,등록취소,OK주유소
2015.5.26,휴업,도원주유소
2015.5.26,신규등록,화성행복주유소
2015.5.26,휴업,하늘주유소
2015.5.26,신규등록,현대self주유소 울산대교점
2015.5.26,신규등록,순창농협 쌍치지점주유소
2015.5.26,신규등록,고대그린주유소
2015.5.26,신규등록,현대제철사내주유소
2015.5.27,휴업,강변주유소
2015.5.27,폐업,엑스코주유소
2015.5.28,휴업,곤지암리조트주유소
2015.5.28,휴업,SK대동주유소
2015.5.28,휴업,선두주유소
2015.5.29,휴업,SK네트웍스㈜ 하북주유소
2015.5.29,휴업,믿음주유소
2015.5.29,휴업,탑주유소
2015.5.29,휴업,연무주유소
2015.5.29,휴업,만리포주유소
2015.6.1,폐업,무안주유소
2015.6.1,휴업,용담주유소
2015.6.1,휴업,동광주유소
2015.6.1,휴업,신목동주유소
2015.6.1,휴업,주식회사 대창석유직영 서해안주유소
2015.6.1,휴업,단월주유소
2015.6.2,휴업,씨앤에스에너지㈜ 전국주유소
2015.6.2,휴업,내촌주유소
2015.6.2,폐업,진등제주유소
2015.6.2,휴업,진양주유소
2015.6.2,휴업,21세기주유소
2015.6.2,폐업,은하수주유소
2015.6.2,폐업,금성주유소
2015.6.2,휴업,성화주유소
2015.6.3,휴업,광안주유소
2015.6.3,휴업,창신주유소
2015.6.3,휴업,스카이주유소
2015.6.3,휴업,봉황주유소
2015.6.3,폐업,상삼주유소
2015.6.3,폐업,단월주유소
2015.6.4,폐업,만땅주유소
2015.6.4,등록취소,남광주유소
2015.6.5,등록취소,수목원주유소
2015.6.5,폐업,구덕고속주유소
2015.6.5,휴업,효자골주유소
2015.6.5,폐업,아이디에스에너지㈜
2015.6.8,휴업,씨티주유소
2015.6.8,휴업,고현주유소
2015.6.8,휴업,현대오일뱅크㈜직영 석계주유소
2015.6.8,휴업,태광주유소
2015.6.8,휴업,기분좋은주유소
2015.6.8,휴업,세광주유소
2015.6.8,폐업,비전주유소
2015.6.9,폐업,GS칼텍스㈜직영 구리IC점
2015.6.9,휴업,상옥주유소
2015.6.9,휴업,태성주유소
2015.6.9,휴업,새부산주유소
2015.6.10,휴업,길BK주유소
2015.6.10,휴업,파라다이스주유소
2015.6.11,신규등록,치악파크주유소
2015.6.11,휴업,상천네트워크㈜
2015.6.11,휴업,만풍주유소
2015.6.12,휴업,지에스칼텍스㈜직영 로타리점
2015.6.12,폐업,삼성주유소
2015.6.12,폐업,태양석유㈜
2015.6.12,휴업,두산주유소
2015.6.12,휴업,연화주유소
2015.6.15,휴업,국제주유소
2015.6.15,폐업,늘봄복현주유소
2015.6.16,휴업,한솔주유소
2015.6.16,폐업,수정주유소
2015.6.17,폐업,SK네트웍스㈜ 옥천주유소
2015.6.17,신규등록,소양강주유소
2015.6.17,폐업,새한주유소
2015.6.17,휴업,고창주유소
2015.6.17,신규등록,㈜대주산업
2015.6.18,휴업,웅담주유소
2015.6.18,등록취소,대성주유소
2015.6.18,휴업,SK네트웍스㈜ 박미주유소
2015.6.19,신규등록,알뜰관동주유소
2015.6.19,휴업,자연주유소
2015.6.19,폐업,EX에너지
2015.6.19,폐업,대진석유
2015.6.19,폐업,선사주유소
2015.6.19,휴업,영암주유소
2015.6.19,휴업,뱀사골주유소
2015.6.19,신규등록,㈜파리크라상 천등산(제천방향)주유소
2015.6.19,신규등록,㈜파리크라상 천등산(평택방향)주유소
2015.6.22,휴업,낙동강주유소
2015.6.22,휴업,만금주유소
2015.6.23,휴업,현대에너지
2015.6.23,폐업,기장연곡주유소
2015.6.23,폐업,신도화정보
2015.6.24,등록취소,신흥주유소
2015.6.24,신규등록,남양주유소
2015.6.24,휴업,요산주유소
2015.6.25,휴업,한결주유소
2015.6.25,신규등록,㈜세마오일
2015.6.25,폐업,신정석유㈜신정주유소
2015.6.25,신규등록,대성석유㈜
2015.6.26,휴업,삼화주유소
2015.6.26,신규등록,택지주유소
2015.6.29,휴업,(유)경남가스 그린주유소
2015.6.29,휴업,금오산주유소
2015.6.29,폐업,만인주유소
2015.6.29,휴업,광안주유소
2015.6.29,신규등록,백제주유소
2015.6.29,폐업,한마음주유소
2015.6.29,등록취소,금곡오일프라자
2015.6.29,등록취소,유희주유소
2015.6.29,휴업,월천주유소
2015.6.30,신규등록,광교신도시주유소
2015.6.30,휴업,한일주유소
2015.6.30,폐업,호명주유소
2015.6.30,휴업,서양새마을금고주유소
2015.7.1,폐업,관동제일주유소
2015.7.1,폐업,삼전주유소
2015.7.1,등록취소,정다운주유소
2015.7.1,폐업,영동주유소
2015.7.1,폐업,공용버스터미널주유소
2015.7.2,휴업,삼거리주유소
2015.7.2,휴업,덕양주유소
2015.7.2,폐업,대왕주유소
2015.7.2,휴업,아시아주유소
2015.7.3,신규등록,애경개발 광장주유소
2015.7.3,등록취소,대연주유소
2015.7.3,휴업,화물터미널주유소
2015.7.6,휴업,펀치볼주유소
2015.7.6,휴업,도리원주유소
2015.7.6,폐업,동부주유소
2015.7.6,휴업,가창대일주유소
2015.7.6,폐업,서오릉주유소
2015.7.6,휴업,산내들주유소
2015.7.7,휴업,㈜새소망주유소
2015.7.7,휴업,남광석유판매(주) 직영 중동주유소
2015.7.8,휴업,현대오일뱅크㈜ 파란주유소
2015.7.8,휴업,부광주유소
2015.7.8,휴업,천일주유소
2015.7.8,휴업,푸른숲주유소
2015.7.8,휴업,계롱대자가주유소
2015.7.8,등록취소,가득주유소
2015.7.8,폐업,신정주유소
2015.7.9,휴업,영풍주유소
2015.7.9,휴업,매호주유소
2015.7.9,폐업,대길주유소
2015.7.9,휴업,산내들주유소
2015.7.10,신규등록,동탄2산단주유소
2015.7.10,등록취소,내촌IC주유소
2015.7.10,폐업,영신주유소
2015.7.10,폐업,은마석유㈜ 경제특구주유소
2015.7.10,휴업,글로리주유소
2015.7.10,등록취소,기분좋은주유소
2015.7.10,폐업,소정주유소
2015.7.13,폐업,진영죽곡주유소
2015.7.13,폐업,미성주유소
2015.7.13,신규등록,대박주유소
2015.7.14,폐업,국가대표제2주유소
2015.7.14,휴업,합동주유소
2015.7.14,폐업,파라다이스주유소
2015.7.14,휴업,양지주유소
2015.7.14,휴업,단암주유소
2015.7.15,휴업,치악파크주유소
2015.7.15,폐업,석정주유소
2015.7.15,신규등록,넘버원주유소
2015.7.15,휴업,백안주유소
2015.7.15,휴업,운암지주유소
2015.7.15,폐업,㈜중앙에너비스 왕십리지점
2015.7.15,폐업,한성에너지
2015.7.15,휴업,대흥주유소
2015.7.15,등록취소,중원주유소
2015.7.16,폐업,칠성유류판매소
2015.7.16,휴업,박물관주유소
2015.7.17,등록취소,가득주유소
2015.7.17,폐업,㈜원진석유 구암주유소
2015.7.17,휴업,장백주유소
2015.7.20,휴업,경민에너지
2015.7.20,휴업,남산주유소
2015.7.20,휴업,유림주유소
2015.7.20,휴업,한영주유소
2015.7.20,폐업,㈜대광석유 제일주유소
2015.7.20,휴업,삼화석유㈜ 이도주유소
2015.7.20,휴업,용방주유소
2015.7.21,신규등록,주식회사 구산에너지
2015.7.21,폐업,국제주유소
2015.7.21,폐업,김제주유소
2015.7.22,휴업,한전리주유소
2015.7.22,폐업,광장주유소
2015.7.22,폐업,관청주유소
2015.7.23,신규등록,대명에너지2주유소
2015.7.23,등록취소,대한주유소
2015.7.23,등록취소,한솔주유소
2015.7.23,폐업,삼덕주유소
2015.7.23,폐업,진천여객㈜
2015.7.24,폐업,봉성주유소
2015.7.24,휴업,㈜광평햇살주유소
2015.7.25,등록취소,청기와주유소
2015.7.27,휴업,공단주유소
2015.7.27,폐업,탑주유소
2015.7.27,휴업,태양주유소
2015.7.28,휴업,희망주유소
2015.7.28,폐업,창대주유소
2015.7.28,폐업,광송주유소
2015.7.28,폐업,우리주유소
2015.7.28,신규등록,㈜경동
2015.7.28,폐업,초당주유소
2015.7.29,폐업,SK양지주유소
2015.7.29,휴업,상천네트워크㈜
2015.7.29,폐업,한빛주유소
2015.7.29,휴업,장백주유소
2015.7.29,신규등록,율촌주유소
2015.7.30,휴업,주식회사 도준코퍼레이션
2015.7.30,휴업,춘장대IC주유소
2015.7.31,폐업,화성주유소
2015.7.31,휴업,신반월주유소
2015.7.31,휴업,㈜대원 소촌우리주유소
2015.7.31,폐업,동아주유소
2015.7.31,신규등록,보람self주유소
2015.7.31,휴업,불은주유소
2015.7.31,휴업,태양주유소
2015.7.31,폐업,비인주유소
2015.8.3,폐업,차사랑주유소
2015.8.3,폐업,동일석유㈜직영 황금주유소
2015.8.3,폐업,대성산업㈜ 녹천주유소
2015.8.3,폐업,대성석유㈜직영 응암주유소
2015.8.3,휴업,동양산업㈜ 사동주유소
2015.8.4,폐업,봉담주유소
2015.8.4,폐업,사천농협주유소축동점
2015.8.4,폐업,유풍주유소
2015.8.4,신규등록,보람self주유소
2015.8.4,등록취소,구산주유소
2015.8.4,폐업,금성주유소
2015.8.5,신규등록,햇빛주유소
2015.8.5,폐업,파라다이스주유소
2015.8.6,휴업,가평self주유소
2015.8.6,휴업,태양주유소
2015.8.6,휴업,현곡주유소
2015.8.6,휴업,㈜금호에너지 시청주유소
2015.8.6,휴업,서강주유소
2015.8.6,휴업,계룡주유소
2015.8.7,휴업,삼성주유소
2015.8.7,등록취소,풍성한주유소
2015.8.7,휴업,태성주유소
2015.8.7,신규등록,청라에너지
2015.8.7,휴업,물곡주유소
2015.8.7,휴업,사계절주유소
2015.8.10,폐업,GS칼텍스㈜ 도매시장1점
2015.8.10,휴업,동호주유소
2015.8.10,폐업,세광주유소
2015.8.10,폐업,동화주유소
2015.8.11,폐업,석항주유소
2015.8.11,휴업,삼미상사㈜ 남부주유소
2015.8.11,폐업,고강제일주유소
2015.8.11,신규등록,SK신갈주유소
2015.8.11,휴업,미래주유소
2015.8.12,휴업,㈜금호컴퍼티 오류주유소
2015.8.12,폐업,동광주유소
2015.8.12,폐업,미래석유주식회사
2015.8.13,폐업,동해안여명주유소
2015.8.13,휴업,삼부주유소
2015.8.13,신규등록,OK주유소
2015.8.17,휴업,양원주유소
2015.8.17,폐업,화물터미널주유소
2015.8.17,폐업,화성주유소
2015.8.17,폐업,아주주유소
2015.8.17,휴업,현대반월주유소
2015.8.18,폐업,중앙주유소
2015.8.18,휴업,공단주유소
2015.8.18,휴업,대한주유소
2015.8.18,폐업,㈜연서이앤에쓰
2015.8.18,휴업,옥천주유소
2015.8.18,휴업,정금주유소
2015.8.18,휴업,보령주유소
2015.8.19,폐업,한서주유소
2015.8.19,폐업,신풍주유소
2015.8.19,신규등록,정직한주유소
2015.8.19,등록취소,해피주유소
2015.8.19,폐업,지정주유소
2015.8.19,휴업,주식회사 봉봉
2015.8.19,휴업,글로리주유소
2015.8.19,휴업,㈜태리 인천지점
2015.8.20,신규등록,김포운하터미널주유소
2015.8.20,폐업,은모래주유소
2015.8.20,신규등록,㈜천하주유소
2015.8.20,휴업,고곡주유소
2015.8.21,휴업,옥련주유소
2015.8.21,등록취소,㈜삼성주유소
2015.8.21,휴업,줄포관광주유소
2015.8.21,휴업,(유)석구동에너지
2015.8.24,폐업,한양주유소
2015.8.24,폐업,서원주유소
2015.8.24,휴업,신광주유소
2015.8.24,휴업,정원주유소
2015.8.24,폐업,남해주유소
2015.8.24,휴업,신화주유소
2015.8.24,휴업,육모정주유소
2015.8.24,휴업,옥계주유소
2015.8.25,휴업,㈜대원주유소
2015.8.26,신규등록,남원농협주유소
2015.8.27,휴업,㈜송호에너지주유소
2015.8.27,폐업,호랑이주유소
2015.8.27,휴업,㈜세왕에너지
2015.8.27,폐업,중앙SOUL주유소
2015.8.27,신규등록,음봉농업협동조합주유소
2015.8.28,폐업,삼화리주유소
2015.8.28,폐업,동아주유소
2015.8.28,휴업,장덕주유소
2015.8.28,폐업,성호주유소
2015.8.31,신규등록,화정주유소
2015.8.31,폐업,가득주유소
2015.8.31,휴업,땡큐주유소
2015.8.31,폐업,아포주유소
2015.8.31,휴업,KH에너지㈜직영 KH여의도주유소
2015.8.31,휴업,드림주유소
2015.8.31,폐업,물곡주유소
2015.9.1,폐업,월드컵주유소
2015.9.1,휴업,장림주유소
2015.9.2,휴업,대신석유㈜ 삼성주유소
2015.9.2,폐업,신흥주유소
2015.9.2,신규등록,월촌주유소
2015.9.2,휴업,하와이고속주유소
2015.9.2,폐업,서울주유소
2015.9.2,폐업,챔피언주유소
