NUM OF LOT PER PRODUCT,ALPHA_S,ALPHA_E,BETA,SEED,K,TARDY JOB,MEAN TARDINESS,Q TARDY JOB
5,0.5,0.5,0.5,495,0.1,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.2,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.30000000000000004,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.4,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.5,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.6,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.7000000000000001,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.8,10,145.33333333333334,5
5,0.5,0.5,0.5,495,0.9,10,145.33333333333334,5
5,0.5,0.5,1.5,486,0.1,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.2,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.30000000000000004,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.4,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.5,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.6,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.7000000000000001,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.8,10,145.33333333333334,4
5,0.5,0.5,1.5,486,0.9,10,145.33333333333334,4
5,0.5,0.5,1.5,487,0.1,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.2,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.4,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.5,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.6,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.8,10,145.33333333333334,3
5,0.5,0.5,1.5,487,0.9,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.1,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.2,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.4,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.5,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.6,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.8,10,145.33333333333334,3
5,0.5,0.5,1.5,488,0.9,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.1,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.2,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.4,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.5,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.6,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.8,10,145.33333333333334,3
5,0.5,0.5,1.5,489,0.9,10,145.33333333333334,3
5,0.5,0.5,1.5,490,0.1,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.2,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.30000000000000004,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.4,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.5,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.6,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.7000000000000001,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.8,10,153.33333333333334,5
5,0.5,0.5,1.5,490,0.9,10,153.33333333333334,5
5,0.5,0.5,1.5,491,0.1,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.2,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.30000000000000004,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.4,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.5,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.6,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.7000000000000001,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.8,10,145.33333333333334,4
5,0.5,0.5,1.5,491,0.9,10,145.33333333333334,4
5,0.5,0.5,1.5,492,0.1,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.2,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.4,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.5,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.6,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.8,10,145.33333333333334,3
5,0.5,0.5,1.5,492,0.9,10,145.33333333333334,3
5,0.5,0.5,1.5,493,0.1,10,148.4,5
5,0.5,0.5,1.5,493,0.2,10,148.4,5
5,0.5,0.5,1.5,493,0.30000000000000004,10,148.4,5
5,0.5,0.5,1.5,493,0.4,10,148.4,5
5,0.5,0.5,1.5,493,0.5,10,148.4,5
5,0.5,0.5,1.5,493,0.6,10,148.4,5
5,0.5,0.5,1.5,493,0.7000000000000001,10,148.4,5
5,0.5,0.5,1.5,493,0.8,10,148.4,5
5,0.5,0.5,1.5,493,0.9,10,148.4,5
5,0.5,0.5,1.5,494,0.1,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.2,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.4,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.5,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.6,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.8,10,145.33333333333334,3
5,0.5,0.5,1.5,494,0.9,10,145.33333333333334,3
5,0.5,0.5,1.5,495,0.1,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.2,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.30000000000000004,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.4,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.5,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.6,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.7000000000000001,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.8,10,148.66666666666666,5
5,0.5,0.5,1.5,495,0.9,10,148.66666666666666,5
5,0.5,0.5,2.5,486,0.1,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.2,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.30000000000000004,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.4,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.5,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.6,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.7000000000000001,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.8,10,145.33333333333334,2
5,0.5,0.5,2.5,486,0.9,10,145.33333333333334,2
5,0.5,0.5,2.5,487,0.1,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.2,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.30000000000000004,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.4,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.5,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.6,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.7000000000000001,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.8,10,145.33333333333334,1
5,0.5,0.5,2.5,487,0.9,10,145.33333333333334,1
5,0.5,0.5,2.5,488,0.1,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.2,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.4,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.5,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.6,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.8,10,145.33333333333334,0
5,0.5,0.5,2.5,488,0.9,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.1,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.2,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.4,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.5,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.6,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.8,10,145.33333333333334,0
5,0.5,0.5,2.5,489,0.9,10,145.33333333333334,0
5,0.5,0.5,2.5,490,0.1,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.2,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.4,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.5,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.6,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.8,10,145.33333333333334,3
5,0.5,0.5,2.5,490,0.9,10,145.33333333333334,3
5,0.5,0.5,2.5,491,0.1,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.2,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.30000000000000004,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.4,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.5,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.6,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.7000000000000001,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.8,10,145.33333333333334,2
5,0.5,0.5,2.5,491,0.9,10,145.33333333333334,2
5,0.5,0.5,2.5,492,0.1,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.2,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.4,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.5,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.6,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.8,10,145.33333333333334,0
5,0.5,0.5,2.5,492,0.9,10,145.33333333333334,0
5,0.5,0.5,2.5,493,0.1,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.2,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.4,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.5,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.6,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.8,10,145.33333333333334,3
5,0.5,0.5,2.5,493,0.9,10,145.33333333333334,3
5,0.5,0.5,2.5,494,0.1,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.2,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.30000000000000004,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.4,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.5,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.6,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.7000000000000001,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.8,10,145.33333333333334,1
5,0.5,0.5,2.5,494,0.9,10,145.33333333333334,1
5,0.5,0.5,2.5,495,0.1,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.2,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.30000000000000004,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.4,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.5,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.6,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.7000000000000001,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.8,10,145.33333333333334,3
5,0.5,0.5,2.5,495,0.9,10,145.33333333333334,3
5,0.5,0.5,10.0,486,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,486,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,487,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,488,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,489,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,490,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,491,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,492,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,493,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,494,0.9,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.1,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.2,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.4,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.5,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.6,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.8,10,145.33333333333334,0
5,0.5,0.5,10.0,495,0.9,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.1,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.2,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.4,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.5,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.6,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.8,10,145.33333333333334,0
5,0.5,0.5,25.0,486,0.9,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.1,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.2,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.4,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.5,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.6,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.8,10,145.33333333333334,0
5,0.5,0.5,25.0,487,0.9,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.1,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.2,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.4,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.5,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.6,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.8,10,145.33333333333334,0
5,0.5,0.5,25.0,488,0.9,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.1,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.2,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.4,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.5,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.6,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.8,10,145.33333333333334,0
5,0.5,0.5,25.0,489,0.9,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.1,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.2,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.4,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.5,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.6,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.8,10,145.33333333333334,0
5,0.5,0.5,25.0,490,0.9,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.1,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.2,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.4,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.5,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.6,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.7000000000000001,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.8,10,145.33333333333334,0
5,0.5,0.5,25.0,491,0.9,10,145.33333333333334,0
5,0.5,0.5,25.0,492,0.1,10,145.33333333333334,0
5,0.5,0.5,25.0,492,0.2,10,145.33333333333334,0
5,0.5,0.5,25.0,492,0.30000000000000004,10,145.33333333333334,0
5,0.5,0.5,25.0,492,0.4,10,145.33333333333334,0
5,0.5,0.5,25.0,492,0.5,10,145.33333333333334,0
