ALPHA_S,ALPHA_E,BETA,SEED,K,TARDY JOB,MEAN TARDINESS,Q TARDY JOB
0.5,10.0,10.0,495,0.7000000000000001,126,1751.3466666666666,75
0.5,10.0,10.0,495,0.8,124,1720.96,74
0.5,10.0,10.0,495,0.9,130,1711.22,74
0.5,10.0,50.0,486,0.1,94,1570.5866666666666,7
0.5,10.0,50.0,486,0.2,94,1570.5866666666666,7
0.5,10.0,50.0,486,0.30000000000000004,94,1570.1866666666667,7
0.5,10.0,50.0,486,0.4,94,1566.1866666666667,6
0.5,10.0,50.0,486,0.5,95,1563.4,6
0.5,10.0,50.0,486,0.6,97,1557.0533333333333,6
0.5,10.0,50.0,486,0.7000000000000001,97,1555.0533333333333,5
0.5,10.0,50.0,486,0.8,104,1547.0533333333333,4
0.5,10.0,50.0,486,0.9,110,1535.5333333333333,4
0.5,10.0,50.0,487,0.1,107,1463.5666666666666,11
0.5,10.0,50.0,487,0.2,108,1462.1933333333334,11
0.5,10.0,50.0,487,0.30000000000000004,113,1459.4066666666668,11
0.5,10.0,50.0,487,0.4,108,1459.2666666666667,11
0.5,10.0,50.0,487,0.5,108,1455.94,11
0.5,10.0,50.0,487,0.6,109,1450.4066666666668,11
0.5,10.0,50.0,487,0.7000000000000001,120,1444.0333333333333,12
0.5,10.0,50.0,487,0.8,121,1440.9266666666667,14
0.5,10.0,50.0,487,0.9,130,1436.4333333333334,15
0.5,10.0,50.0,488,0.1,95,1602.9066666666668,0
0.5,10.0,50.0,488,0.2,97,1596.2466666666667,0
0.5,10.0,50.0,488,0.30000000000000004,97,1589.2666666666667,0
0.5,10.0,50.0,488,0.4,97,1588.0666666666666,0
0.5,10.0,50.0,488,0.5,97,1586.0666666666666,0
0.5,10.0,50.0,488,0.6,97,1583.3733333333332,0
0.5,10.0,50.0,488,0.7000000000000001,97,1576.1733333333334,0
0.5,10.0,50.0,488,0.8,98,1565.56,0
0.5,10.0,50.0,488,0.9,98,1541.96,0
0.5,10.0,50.0,489,0.1,109,1477.0466666666666,16
0.5,10.0,50.0,489,0.2,107,1477.1466666666668,14
0.5,10.0,50.0,489,0.30000000000000004,111,1474.0066666666667,13
0.5,10.0,50.0,489,0.4,111,1472.2333333333333,13
0.5,10.0,50.0,489,0.5,113,1470.44,12
0.5,10.0,50.0,489,0.6,113,1468.9666666666667,12
0.5,10.0,50.0,489,0.7000000000000001,113,1473.2266666666667,12
0.5,10.0,50.0,489,0.8,118,1469.6933333333334,12
0.5,10.0,50.0,489,0.9,120,1467.9266666666667,12
0.5,10.0,50.0,490,0.1,130,1754.0133333333333,67
0.5,10.0,50.0,490,0.2,130,1752.4133333333334,67
0.5,10.0,50.0,490,0.30000000000000004,132,1721.0866666666666,66
0.5,10.0,50.0,490,0.4,132,1720.2866666666666,66
0.5,10.0,50.0,490,0.5,133,1690.9,65
0.5,10.0,50.0,490,0.6,133,1689.44,65
0.5,10.0,50.0,490,0.7000000000000001,133,1688.6333333333334,65
0.5,10.0,50.0,490,0.8,132,1688.56,65
0.5,10.0,50.0,490,0.9,134,1687.1933333333334,65
0.5,10.0,50.0,491,0.1,121,1493.76,61
0.5,10.0,50.0,491,0.2,121,1492.96,61
0.5,10.0,50.0,491,0.30000000000000004,121,1491.36,61
0.5,10.0,50.0,491,0.4,121,1489.76,61
0.5,10.0,50.0,491,0.5,123,1485.6866666666667,61
0.5,10.0,50.0,491,0.6,123,1484.0866666666666,61
0.5,10.0,50.0,491,0.7000000000000001,123,1479.6866666666667,61
0.5,10.0,50.0,491,0.8,123,1475.2866666666666,61
0.5,10.0,50.0,491,0.9,125,1468.72,61
0.5,10.0,50.0,492,0.1,124,1645.6066666666666,46
0.5,10.0,50.0,492,0.2,125,1642.9066666666668,46
0.5,10.0,50.0,492,0.30000000000000004,125,1641.7066666666667,46
0.5,10.0,50.0,492,0.4,126,1640.92,46
0.5,10.0,50.0,492,0.5,126,1639.32,46
0.5,10.0,50.0,492,0.6,127,1637.9,46
0.5,10.0,50.0,492,0.7000000000000001,129,1634.9666666666667,46
0.5,10.0,50.0,492,0.8,129,1633.2066666666667,46
0.5,10.0,50.0,492,0.9,127,1633.06,46
0.5,10.0,50.0,493,0.1,134,1736.38,85
0.5,10.0,50.0,493,0.2,134,1734.9266666666667,85
0.5,10.0,50.0,493,0.30000000000000004,134,1701.16,84
0.5,10.0,50.0,493,0.4,134,1701.0466666666666,85
0.5,10.0,50.0,493,0.5,132,1701.16,86
0.5,10.0,50.0,493,0.6,129,1700.9733333333334,87
0.5,10.0,50.0,493,0.7000000000000001,125,1701.6066666666666,88
0.5,10.0,50.0,493,0.8,129,1668.62,87
0.5,10.0,50.0,493,0.9,131,1668.0666666666666,87
0.5,10.0,50.0,494,0.1,105,1427.04,16
0.5,10.0,50.0,494,0.2,105,1425.44,16
0.5,10.0,50.0,494,0.30000000000000004,107,1422.9933333333333,16
0.5,10.0,50.0,494,0.4,112,1417.2333333333333,16
0.5,10.0,50.0,494,0.5,113,1413.34,16
0.5,10.0,50.0,494,0.6,115,1409.7533333333333,16
0.5,10.0,50.0,494,0.7000000000000001,115,1407.5666666666666,16
0.5,10.0,50.0,494,0.8,123,1404.4266666666667,16
0.5,10.0,50.0,494,0.9,130,1400.3133333333333,16
0.5,10.0,50.0,495,0.1,97,1556.4866666666667,0
0.5,10.0,50.0,495,0.2,97,1555.6866666666667,0
0.5,10.0,50.0,495,0.30000000000000004,97,1554.8866666666668,0
0.5,10.0,50.0,495,0.4,98,1553.54,0
0.5,10.0,50.0,495,0.5,98,1551.94,0
0.5,10.0,50.0,495,0.6,98,1549.2333333333333,0
0.5,10.0,50.0,495,0.7000000000000001,99,1541.5066666666667,0
0.5,10.0,50.0,495,0.8,99,1521.9066666666668,0
0.5,10.0,50.0,495,0.9,99,1489.5066666666667,0
0.5,50.0,2.5,486,0.1,16,95.91333333333333,56
0.5,50.0,2.5,486,0.2,11,88.04,55
0.5,50.0,2.5,486,0.30000000000000004,12,93.28,54
0.5,50.0,2.5,486,0.4,13,97.42,54
0.5,50.0,2.5,486,0.5,13,92.96,54
0.5,50.0,2.5,486,0.6,14,113.52666666666667,54
0.5,50.0,2.5,486,0.7000000000000001,14,102.50666666666666,54
0.5,50.0,2.5,486,0.8,15,100.16666666666667,54
0.5,50.0,2.5,486,0.9,15,93.98666666666666,54
0.5,50.0,2.5,487,0.1,3,45.733333333333334,51
0.5,50.0,2.5,487,0.2,5,36.553333333333335,51
0.5,50.0,2.5,487,0.30000000000000004,5,28.64666666666667,51
0.5,50.0,2.5,487,0.4,9,54.11333333333334,51
0.5,50.0,2.5,487,0.5,9,79.74666666666667,53
0.5,50.0,2.5,487,0.6,10,92.78,54
0.5,50.0,2.5,487,0.7000000000000001,11,101.28666666666666,54
0.5,50.0,2.5,487,0.8,11,94.54,54
0.5,50.0,2.5,487,0.9,15,117.72,54
0.5,50.0,2.5,488,0.1,17,157.14666666666668,58
0.5,50.0,2.5,488,0.2,17,161.74,59
0.5,50.0,2.5,488,0.30000000000000004,17,176.75333333333333,60
0.5,50.0,2.5,488,0.4,17,192.72,63
0.5,50.0,2.5,488,0.5,17,190.46666666666667,63
0.5,50.0,2.5,488,0.6,17,195.31333333333333,66
0.5,50.0,2.5,488,0.7000000000000001,17,186.34666666666666,64
0.5,50.0,2.5,488,0.8,19,187.11333333333334,64
0.5,50.0,2.5,488,0.9,19,193.27333333333334,64
0.5,50.0,2.5,489,0.1,5,47.74666666666667,54
0.5,50.0,2.5,489,0.2,5,33.81333333333333,54
0.5,50.0,2.5,489,0.30000000000000004,6,50.74666666666667,55
0.5,50.0,2.5,489,0.4,6,55.44,56
0.5,50.0,2.5,489,0.5,6,63.266666666666666,58
0.5,50.0,2.5,489,0.6,6,67.20666666666666,59
0.5,50.0,2.5,489,0.7000000000000001,6,50.07333333333333,62
0.5,50.0,2.5,489,0.8,7,50.806666666666665,59
0.5,50.0,2.5,489,0.9,6,46.49333333333333,59
0.5,50.0,2.5,490,0.1,14,132.62,60
0.5,50.0,2.5,490,0.2,14,144.98,61
0.5,50.0,2.5,490,0.30000000000000004,14,160.07333333333332,62
0.5,50.0,2.5,490,0.4,15,164.12,66
0.5,50.0,2.5,490,0.5,18,195.38,73
0.5,50.0,2.5,490,0.6,18,201.59333333333333,76
0.5,50.0,2.5,490,0.7000000000000001,17,176.86666666666667,73
0.5,50.0,2.5,490,0.8,19,200.23333333333332,74
0.5,50.0,2.5,490,0.9,23,230.42666666666668,74
0.5,50.0,2.5,491,0.1,9,70.12666666666667,63
0.5,50.0,2.5,491,0.2,11,88.28,64
0.5,50.0,2.5,491,0.30000000000000004,12,119.3,65
0.5,50.0,2.5,491,0.4,14,131.80666666666667,65
0.5,50.0,2.5,491,0.5,14,149.18666666666667,65
0.5,50.0,2.5,491,0.6,16,150.42,73
0.5,50.0,2.5,491,0.7000000000000001,17,158.02666666666667,75
0.5,50.0,2.5,491,0.8,18,174.98666666666668,74
0.5,50.0,2.5,491,0.9,20,190.8,74
0.5,50.0,2.5,492,0.1,9,54.46666666666667,60
0.5,50.0,2.5,492,0.2,12,77.04666666666667,63
0.5,50.0,2.5,492,0.30000000000000004,13,95.25333333333333,63
0.5,50.0,2.5,492,0.4,14,117.02,67
0.5,50.0,2.5,492,0.5,15,125.62666666666667,73
0.5,50.0,2.5,492,0.6,16,133.06,73
0.5,50.0,2.5,492,0.7000000000000001,17,135.18,72
0.5,50.0,2.5,492,0.8,18,143.54,73
0.5,50.0,2.5,492,0.9,18,133.14,70
0.5,50.0,2.5,493,0.1,11,114.19333333333333,58
0.5,50.0,2.5,493,0.2,11,130.68666666666667,59
0.5,50.0,2.5,493,0.30000000000000004,14,136.34666666666666,60
0.5,50.0,2.5,493,0.4,14,150.14666666666668,61
0.5,50.0,2.5,493,0.5,16,203.29333333333332,68
0.5,50.0,2.5,493,0.6,15,188.10666666666665,68
0.5,50.0,2.5,493,0.7000000000000001,16,202.17333333333335,70
0.5,50.0,2.5,493,0.8,19,226.63333333333333,71
0.5,50.0,2.5,493,0.9,22,234.27333333333334,71
0.5,50.0,2.5,494,0.1,2,8.366666666666667,53
0.5,50.0,2.5,494,0.2,3,18.166666666666668,52
0.5,50.0,2.5,494,0.30000000000000004,2,6.84,53
0.5,50.0,2.5,494,0.4,2,17.38,55
0.5,50.0,2.5,494,0.5,3,33.24,54
0.5,50.0,2.5,494,0.6,4,39.9,56
0.5,50.0,2.5,494,0.7000000000000001,3,24.833333333333332,56
0.5,50.0,2.5,494,0.8,3,18.68,54
0.5,50.0,2.5,494,0.9,7,44.74666666666667,55
0.5,50.0,2.5,495,0.1,5,30.526666666666667,55
0.5,50.0,2.5,495,0.2,4,33.473333333333336,56
0.5,50.0,2.5,495,0.30000000000000004,3,31.293333333333333,56
0.5,50.0,2.5,495,0.4,4,34.973333333333336,57
0.5,50.0,2.5,495,0.5,4,38.00666666666667,61
0.5,50.0,2.5,495,0.6,3,17.606666666666666,61
0.5,50.0,2.5,495,0.7000000000000001,4,47.06,62
0.5,50.0,2.5,495,0.8,3,31.173333333333332,61
0.5,50.0,2.5,495,0.9,5,30.12,61
0.5,50.0,10.0,486,0.1,2,7.52,27
0.5,50.0,10.0,486,0.2,2,6.32,28
0.5,50.0,10.0,486,0.30000000000000004,2,4.32,30
0.5,50.0,10.0,486,0.4,2,2.32,33
0.5,50.0,10.0,486,0.5,5,26.786666666666665,38
0.5,50.0,10.0,486,0.6,6,43.8,40
0.5,50.0,10.0,486,0.7000000000000001,8,49.27333333333333,40
0.5,50.0,10.0,486,0.8,12,72.25333333333333,39
0.5,50.0,10.0,486,0.9,13,87.06666666666666,39
0.5,50.0,10.0,487,0.1,2,7.073333333333333,23
0.5,50.0,10.0,487,0.2,2,4.673333333333333,27
0.5,50.0,10.0,487,0.30000000000000004,4,8.92,29
0.5,50.0,10.0,487,0.4,1,0.9266666666666666,31
0.5,50.0,10.0,487,0.5,2,3.96,31
0.5,50.0,10.0,487,0.6,8,29.493333333333332,32
0.5,50.0,10.0,487,0.7000000000000001,11,39.82,32
0.5,50.0,10.0,487,0.8,11,53.46,32
0.5,50.0,10.0,487,0.9,13,91.9,32
0.5,50.0,10.0,488,0.1,7,10.933333333333334,48
0.5,50.0,10.0,488,0.2,7,20.686666666666667,49
0.5,50.0,10.0,488,0.30000000000000004,9,49.38,49
0.5,50.0,10.0,488,0.4,10,51.96,49
0.5,50.0,10.0,488,0.5,11,48.74,49
0.5,50.0,10.0,488,0.6,13,62.20666666666666,49
0.5,50.0,10.0,488,0.7000000000000001,14,93.48,51
0.5,50.0,10.0,488,0.8,18,112.2,50
0.5,50.0,10.0,488,0.9,18,103.35333333333334,50
0.5,50.0,10.0,489,0.1,1,0.6266666666666667,37
0.5,50.0,10.0,489,0.2,1,0.22666666666666666,38
0.5,50.0,10.0,489,0.30000000000000004,2,2.52,38
0.5,50.0,10.0,489,0.4,4,7.88,38
0.5,50.0,10.0,489,0.5,3,11.966666666666667,38
0.5,50.0,10.0,489,0.6,4,32.63333333333333,38
0.5,50.0,10.0,489,0.7000000000000001,4,32.63333333333333,38
0.5,50.0,10.0,489,0.8,4,30.633333333333333,38
0.5,50.0,10.0,489,0.9,7,53.04,38
0.5,50.0,10.0,490,0.1,8,69.76666666666667,49
0.5,50.0,10.0,490,0.2,9,69.28,58
0.5,50.0,10.0,490,0.30000000000000004,10,70.93333333333334,60
0.5,50.0,10.0,490,0.4,10,88.31333333333333,60
0.5,50.0,10.0,490,0.5,12,106.64666666666666,64
0.5,50.0,10.0,490,0.6,14,121.94,66
0.5,50.0,10.0,490,0.7000000000000001,14,116.34,64
0.5,50.0,10.0,490,0.8,16,146.54,63
0.5,50.0,10.0,490,0.9,17,162.30666666666667,63
0.5,50.0,10.0,491,0.1,3,15.5,55
0.5,50.0,10.0,491,0.2,5,23.78,61
0.5,50.0,10.0,491,0.30000000000000004,9,47.07333333333333,61
0.5,50.0,10.0,491,0.4,11,64.90666666666667,61
0.5,50.0,10.0,491,0.5,10,66.44,64
0.5,50.0,10.0,491,0.6,11,80.84,70
0.5,50.0,10.0,491,0.7000000000000001,12,99.37333333333333,70
0.5,50.0,10.0,491,0.8,12,92.15333333333334,69
0.5,50.0,10.0,491,0.9,16,142.16666666666666,70
0.5,50.0,10.0,492,0.1,2,3.28,52
0.5,50.0,10.0,492,0.2,4,10.406666666666666,59
0.5,50.0,10.0,492,0.30000000000000004,4,19.293333333333333,60
0.5,50.0,10.0,492,0.4,7,39.89333333333333,62
0.5,50.0,10.0,492,0.5,9,66.62666666666667,64
0.5,50.0,10.0,492,0.6,10,74.15333333333334,63
0.5,50.0,10.0,492,0.7000000000000001,11,73.74,60
0.5,50.0,10.0,492,0.8,13,84.76,60
0.5,50.0,10.0,492,0.9,13,84.76,58
0.5,50.0,10.0,493,0.1,7,61.346666666666664,55
0.5,50.0,10.0,493,0.2,10,95.84666666666666,57
0.5,50.0,10.0,493,0.30000000000000004,11,114.55333333333333,58
0.5,50.0,10.0,493,0.4,11,120.64,60
0.5,50.0,10.0,493,0.5,13,168.23333333333332,67
0.5,50.0,10.0,493,0.6,13,175.18,69
0.5,50.0,10.0,493,0.7000000000000001,14,165.89333333333335,68
0.5,50.0,10.0,493,0.8,16,183.10666666666665,68
0.5,50.0,10.0,493,0.9,21,219.10666666666665,70
0.5,50.0,10.0,494,0.1,1,1.7266666666666666,30
0.5,50.0,10.0,494,0.2,1,0.12666666666666668,30
0.5,50.0,10.0,494,0.30000000000000004,0,0.0,30
0.5,50.0,10.0,494,0.4,1,0.19333333333333333,32
0.5,50.0,10.0,494,0.5,0,0.0,32
0.5,50.0,10.0,494,0.6,2,2.6533333333333333,33
0.5,50.0,10.0,494,0.7000000000000001,2,2.2533333333333334,33
0.5,50.0,10.0,494,0.8,2,2.6533333333333333,32
0.5,50.0,10.0,494,0.9,3,9.84,32
0.5,50.0,10.0,495,0.1,1,0.48,36
0.5,50.0,10.0,495,0.2,0,0.0,39
0.5,50.0,10.0,495,0.30000000000000004,0,0.0,39
0.5,50.0,10.0,495,0.4,0,0.0,39
0.5,50.0,10.0,495,0.5,0,0.0,39
0.5,50.0,10.0,495,0.6,1,10.286666666666667,39
0.5,50.0,10.0,495,0.7000000000000001,2,12.506666666666666,39
0.5,50.0,10.0,495,0.8,2,12.906666666666666,39
0.5,50.0,10.0,495,0.9,6,21.386666666666667,39
0.5,50.0,50.0,486,0.1,13,126.6,0
0.5,50.0,50.0,486,0.2,13,126.6,0
0.5,50.0,50.0,486,0.30000000000000004,13,126.6,0
0.5,50.0,50.0,486,0.4,13,126.6,0
0.5,50.0,50.0,486,0.5,13,126.6,0
0.5,50.0,50.0,486,0.6,13,126.6,0
0.5,50.0,50.0,486,0.7000000000000001,12,97.22,6
0.5,50.0,50.0,486,0.8,8,32.266666666666666,12
0.5,50.0,50.0,486,0.9,2,0.72,17
0.5,50.0,50.0,487,0.1,13,130.8,2
0.5,50.0,50.0,487,0.2,13,137.6,0
0.5,50.0,50.0,487,0.30000000000000004,16,136.34666666666666,3
0.5,50.0,50.0,487,0.4,17,143.98,4
0.5,50.0,50.0,487,0.5,17,167.12,4
0.5,50.0,50.0,487,0.6,17,167.12,4
0.5,50.0,50.0,487,0.7000000000000001,15,152.62666666666667,4
0.5,50.0,50.0,487,0.8,10,97.13333333333334,5
0.5,50.0,50.0,487,0.9,2,22.926666666666666,7
0.5,50.0,50.0,488,0.1,8,46.053333333333335,0
0.5,50.0,50.0,488,0.2,7,26.026666666666667,0
0.5,50.0,50.0,488,0.30000000000000004,7,16.56,0
0.5,50.0,50.0,488,0.4,6,17.0,0
0.5,50.0,50.0,488,0.5,7,15.36,0
0.5,50.0,50.0,488,0.6,6,9.2,0
0.5,50.0,50.0,488,0.7000000000000001,4,3.04,0
0.5,50.0,50.0,488,0.8,1,4.553333333333334,1
0.5,50.0,50.0,488,0.9,3,14.626666666666667,3
0.5,50.0,50.0,489,0.1,10,115.32,2
0.5,50.0,50.0,489,0.2,10,120.12,0
0.5,50.0,50.0,489,0.30000000000000004,12,123.29333333333334,2
0.5,50.0,50.0,489,0.4,11,120.81333333333333,1
0.5,50.0,50.0,489,0.5,11,121.94666666666667,1
0.5,50.0,50.0,489,0.6,11,76.40666666666667,0
0.5,50.0,50.0,489,0.7000000000000001,6,38.89333333333333,2
0.5,50.0,50.0,489,0.8,2,24.92,2
0.5,50.0,50.0,489,0.9,1,7.493333333333333,1
0.5,50.0,50.0,490,0.1,4,55.06,26
0.5,50.0,50.0,490,0.2,3,21.533333333333335,36
0.5,50.0,50.0,490,0.30000000000000004,3,11.933333333333334,37
0.5,50.0,50.0,490,0.4,4,14.233333333333333,36
0.5,50.0,50.0,490,0.5,6,19.453333333333333,34
0.5,50.0,50.0,490,0.6,5,26.633333333333333,34
0.5,50.0,50.0,490,0.7000000000000001,5,50.48,37
0.5,50.0,50.0,490,0.8,6,47.82666666666667,38
0.5,50.0,50.0,490,0.9,8,63.25333333333333,40
0.5,50.0,50.0,491,0.1,4,32.48,24
0.5,50.0,50.0,491,0.2,1,16.633333333333333,41
0.5,50.0,50.0,491,0.30000000000000004,2,0.44666666666666666,42
0.5,50.0,50.0,491,0.4,3,4.76,42
0.5,50.0,50.0,491,0.5,3,13.0,44
0.5,50.0,50.0,491,0.6,6,33.70666666666666,44
0.5,50.0,50.0,491,0.7000000000000001,6,31.30666666666667,46
0.5,50.0,50.0,491,0.8,7,38.89333333333333,47
0.5,50.0,50.0,491,0.9,6,31.46,48
0.5,50.0,50.0,492,0.1,6,67.8,12
0.5,50.0,50.0,492,0.2,5,17.84,23
0.5,50.0,50.0,492,0.30000000000000004,4,10.9,26
0.5,50.0,50.0,492,0.4,2,6.666666666666667,31
0.5,50.0,50.0,492,0.5,1,2.8666666666666667,33
0.5,50.0,50.0,492,0.6,1,2.8666666666666667,34
0.5,50.0,50.0,492,0.7000000000000001,2,2.54,35
0.5,50.0,50.0,492,0.8,3,6.293333333333333,37
0.5,50.0,50.0,492,0.9,5,11.42,39
0.5,50.0,50.0,493,0.1,4,23.926666666666666,45
0.5,50.0,50.0,493,0.2,6,25.06,50
0.5,50.0,50.0,493,0.30000000000000004,7,26.56,50
0.5,50.0,50.0,493,0.4,12,76.68666666666667,50
0.5,50.0,50.0,493,0.5,11,73.0,50
0.5,50.0,50.0,493,0.6,11,66.8,50
0.5,50.0,50.0,493,0.7000000000000001,11,60.96,50
0.5,50.0,50.0,493,0.8,10,74.41333333333333,50
0.5,50.0,50.0,493,0.9,12,87.96,50
0.5,50.0,50.0,494,0.1,11,103.63333333333334,4
0.5,50.0,50.0,494,0.2,10,102.23333333333333,4
0.5,50.0,50.0,494,0.30000000000000004,11,109.91333333333333,2
0.5,50.0,50.0,494,0.4,12,121.42,2
0.5,50.0,50.0,494,0.5,11,112.31333333333333,1
0.5,50.0,50.0,494,0.6,11,112.31333333333333,1
0.5,50.0,50.0,494,0.7000000000000001,12,100.62,2
0.5,50.0,50.0,494,0.8,8,78.45333333333333,4
0.5,50.0,50.0,494,0.9,0,0.0,6
0.5,50.0,50.0,495,0.1,12,145.21333333333334,0
0.5,50.0,50.0,495,0.2,12,145.21333333333334,0
0.5,50.0,50.0,495,0.30000000000000004,12,145.21333333333334,0
0.5,50.0,50.0,495,0.4,12,145.21333333333334,0
0.5,50.0,50.0,495,0.5,12,145.21333333333334,0
0.5,50.0,50.0,495,0.6,11,124.68666666666667,0
0.5,50.0,50.0,495,0.7000000000000001,6,41.833333333333336,0
0.5,50.0,50.0,495,0.8,2,1.0933333333333333,0
0.5,50.0,50.0,495,0.9,0,0.0,0
