ALPHA_S,ALPHA_E,BETA,SEED,K,TARDY JOB,MEAN TARDINESS,Q TARDY JOB
0.5,10.0,2.5,488,0.8,105,1649.0266666666666,86
0.5,10.0,2.5,488,0.9,104,1614.7866666666666,85
0.5,10.0,2.5,489,0.1,129,1767.9133333333334,88
0.5,10.0,2.5,489,0.2,129,1767.7266666666667,89
0.5,10.0,2.5,489,0.30000000000000004,129,1766.9266666666667,89
0.5,10.0,2.5,489,0.4,128,1696.9466666666667,88
0.5,10.0,2.5,489,0.5,128,1696.9466666666667,88
0.5,10.0,2.5,489,0.6,128,1696.1466666666668,88
0.5,10.0,2.5,489,0.7000000000000001,128,1695.5066666666667,88
0.5,10.0,2.5,489,0.8,129,1694.8866666666668,89
0.5,10.0,2.5,489,0.9,130,1694.66,89
0.5,10.0,2.5,490,0.1,119,1569.5066666666667,87
0.5,10.0,2.5,490,0.2,117,1556.76,87
0.5,10.0,2.5,490,0.30000000000000004,109,1571.46,88
0.5,10.0,2.5,490,0.4,102,1608.56,89
0.5,10.0,2.5,490,0.5,98,1562.1933333333334,88
0.5,10.0,2.5,490,0.6,100,1565.5133333333333,89
0.5,10.0,2.5,490,0.7000000000000001,97,1603.3933333333334,90
0.5,10.0,2.5,490,0.8,98,1625.6,91
0.5,10.0,2.5,490,0.9,96,1642.9733333333334,92
0.5,10.0,2.5,491,0.1,115,1666.0066666666667,89
0.5,10.0,2.5,491,0.2,102,1658.0466666666666,89
0.5,10.0,2.5,491,0.30000000000000004,102,1646.0466666666666,89
0.5,10.0,2.5,491,0.4,105,1759.6666666666667,93
0.5,10.0,2.5,491,0.5,103,1758.72,93
0.5,10.0,2.5,491,0.6,97,1653.2533333333333,90
0.5,10.0,2.5,491,0.7000000000000001,97,1629.2533333333333,90
0.5,10.0,2.5,491,0.8,96,1633.4133333333334,90
0.5,10.0,2.5,491,0.9,96,1688.7866666666666,93
0.5,10.0,2.5,492,0.1,121,1746.3533333333332,91
0.5,10.0,2.5,492,0.2,112,1744.9,92
0.5,10.0,2.5,492,0.30000000000000004,112,1700.8533333333332,91
0.5,10.0,2.5,492,0.4,110,1688.8733333333332,90
0.5,10.0,2.5,492,0.5,100,1604.16,89
0.5,10.0,2.5,492,0.6,99,1563.8533333333332,88
0.5,10.0,2.5,492,0.7000000000000001,95,1588.34,89
0.5,10.0,2.5,492,0.8,91,1512.7733333333333,87
0.5,10.0,2.5,492,0.9,91,1545.5133333333333,89
0.5,10.0,2.5,493,0.1,111,1599.1866666666667,86
0.5,10.0,2.5,493,0.2,104,1637.76,87
0.5,10.0,2.5,493,0.30000000000000004,102,1654.8866666666668,86
0.5,10.0,2.5,493,0.4,104,1631.5866666666666,87
0.5,10.0,2.5,493,0.5,105,1664.1866666666667,89
0.5,10.0,2.5,493,0.6,107,1658.7866666666666,90
0.5,10.0,2.5,493,0.7000000000000001,108,1720.6266666666668,92
0.5,10.0,2.5,493,0.8,101,1666.7533333333333,92
0.5,10.0,2.5,493,0.9,100,1610.32,91
0.5,10.0,2.5,494,0.1,135,1851.0866666666666,93
0.5,10.0,2.5,494,0.2,134,1814.4,92
0.5,10.0,2.5,494,0.30000000000000004,134,1840.0466666666666,93
0.5,10.0,2.5,494,0.4,134,1839.84,93
0.5,10.0,2.5,494,0.5,134,1839.84,93
0.5,10.0,2.5,494,0.6,131,1788.5133333333333,92
0.5,10.0,2.5,494,0.7000000000000001,129,1775.4666666666667,92
0.5,10.0,2.5,494,0.8,129,1775.4666666666667,92
0.5,10.0,2.5,494,0.9,131,1738.2066666666667,91
0.5,10.0,2.5,495,0.1,130,1664.2733333333333,87
0.5,10.0,2.5,495,0.2,131,1661.16,87
0.5,10.0,2.5,495,0.30000000000000004,129,1621.34,86
0.5,10.0,2.5,495,0.4,128,1635.3,87
0.5,10.0,2.5,495,0.5,123,1629.5933333333332,87
0.5,10.0,2.5,495,0.6,122,1616.52,87
0.5,10.0,2.5,495,0.7000000000000001,119,1603.4466666666667,87
0.5,10.0,2.5,495,0.8,118,1603.56,87
0.5,10.0,2.5,495,0.9,117,1601.3666666666666,87
0.5,10.0,10.0,486,0.1,122,1761.7733333333333,66
0.5,10.0,10.0,486,0.2,119,1736.6533333333334,65
0.5,10.0,10.0,486,0.30000000000000004,119,1723.0533333333333,64
0.5,10.0,10.0,486,0.4,119,1723.0533333333333,64
0.5,10.0,10.0,486,0.5,122,1716.5733333333333,64
0.5,10.0,10.0,486,0.6,123,1689.14,63
0.5,10.0,10.0,486,0.7000000000000001,123,1659.14,63
0.5,10.0,10.0,486,0.8,122,1608.78,62
0.5,10.0,10.0,486,0.9,124,1507.4666666666667,58
0.5,10.0,10.0,487,0.1,120,1829.6133333333332,70
0.5,10.0,10.0,487,0.2,120,1829.6133333333332,70
0.5,10.0,10.0,487,0.30000000000000004,119,1761.94,68
0.5,10.0,10.0,487,0.4,119,1732.74,67
0.5,10.0,10.0,487,0.5,120,1731.8933333333334,67
0.5,10.0,10.0,487,0.6,118,1594.4066666666668,62
0.5,10.0,10.0,487,0.7000000000000001,121,1506.6866666666667,58
0.5,10.0,10.0,487,0.8,121,1438.2333333333333,55
0.5,10.0,10.0,487,0.9,124,1437.44,56
0.5,10.0,10.0,488,0.1,133,1957.38,78
0.5,10.0,10.0,488,0.2,133,1957.38,78
0.5,10.0,10.0,488,0.30000000000000004,133,1957.38,78
0.5,10.0,10.0,488,0.4,133,1957.38,78
0.5,10.0,10.0,488,0.5,133,1957.38,78
0.5,10.0,10.0,488,0.6,136,1956.1733333333334,78
0.5,10.0,10.0,488,0.7000000000000001,137,1921.0466666666666,76
0.5,10.0,10.0,488,0.8,137,1920.2466666666667,76
0.5,10.0,10.0,488,0.9,139,1885.1066666666666,75
0.5,10.0,10.0,489,0.1,127,1973.8,87
0.5,10.0,10.0,489,0.2,127,1973.4,87
0.5,10.0,10.0,489,0.30000000000000004,128,2005.7066666666667,88
0.5,10.0,10.0,489,0.4,129,2004.62,88
0.5,10.0,10.0,489,0.5,129,2003.82,88
0.5,10.0,10.0,489,0.6,129,2003.02,88
0.5,10.0,10.0,489,0.7000000000000001,135,2000.7466666666667,88
0.5,10.0,10.0,489,0.8,136,1997.44,88
0.5,10.0,10.0,489,0.9,135,1929.6266666666668,86
0.5,10.0,10.0,490,0.1,124,1495.9933333333333,83
0.5,10.0,10.0,490,0.2,124,1493.2266666666667,78
0.5,10.0,10.0,490,0.30000000000000004,121,1494.66,78
0.5,10.0,10.0,490,0.4,122,1491.4266666666667,77
0.5,10.0,10.0,490,0.5,116,1491.9733333333334,75
0.5,10.0,10.0,490,0.6,117,1490.88,74
0.5,10.0,10.0,490,0.7000000000000001,117,1490.2333333333333,73
0.5,10.0,10.0,490,0.8,119,1489.6666666666667,72
0.5,10.0,10.0,490,0.9,130,1484.6466666666668,72
0.5,10.0,10.0,491,0.1,122,1656.3333333333333,87
0.5,10.0,10.0,491,0.2,119,1632.3133333333333,86
0.5,10.0,10.0,491,0.30000000000000004,118,1620.98,86
0.5,10.0,10.0,491,0.4,120,1720.1866666666667,90
0.5,10.0,10.0,491,0.5,113,1716.44,90
0.5,10.0,10.0,491,0.6,111,1666.9333333333334,89
0.5,10.0,10.0,491,0.7000000000000001,109,1666.3133333333333,89
0.5,10.0,10.0,491,0.8,108,1655.52,88
0.5,10.0,10.0,491,0.9,114,1724.68,92
0.5,10.0,10.0,492,0.1,115,1555.7866666666666,79
0.5,10.0,10.0,492,0.2,114,1544.7933333333333,78
0.5,10.0,10.0,492,0.30000000000000004,112,1489.02,76
0.5,10.0,10.0,492,0.4,112,1489.5866666666666,73
0.5,10.0,10.0,492,0.5,112,1489.1866666666667,70
0.5,10.0,10.0,492,0.6,116,1483.9933333333333,70
0.5,10.0,10.0,492,0.7000000000000001,114,1484.56,69
0.5,10.0,10.0,492,0.8,118,1483.06,68
0.5,10.0,10.0,492,0.9,128,1476.2533333333333,69
0.5,10.0,10.0,493,0.1,113,1631.52,85
0.5,10.0,10.0,493,0.2,109,1630.98,85
0.5,10.0,10.0,493,0.30000000000000004,111,1654.6733333333334,87
0.5,10.0,10.0,493,0.4,111,1711.9133333333334,89
0.5,10.0,10.0,493,0.5,111,1664.46,89
0.5,10.0,10.0,493,0.6,112,1687.4333333333334,90
0.5,10.0,10.0,493,0.7000000000000001,108,1600.9266666666667,88
0.5,10.0,10.0,493,0.8,109,1598.6733333333334,89
0.5,10.0,10.0,493,0.9,110,1618.74,91
0.5,10.0,10.0,494,0.1,109,1669.46,63
0.5,10.0,10.0,494,0.2,112,1613.8,61
0.5,10.0,10.0,494,0.30000000000000004,114,1611.5,61
0.5,10.0,10.0,494,0.4,113,1560.3866666666668,59
0.5,10.0,10.0,494,0.5,109,1449.6,54
0.5,10.0,10.0,494,0.6,116,1405.9933333333333,53
0.5,10.0,10.0,494,0.7000000000000001,118,1402.3066666666666,54
0.5,10.0,10.0,494,0.8,120,1400.28,55
0.5,10.0,10.0,494,0.9,126,1396.48,56
0.5,10.0,10.0,495,0.1,126,1790.86,76
0.5,10.0,10.0,495,0.2,126,1790.06,76
0.5,10.0,10.0,495,0.30000000000000004,127,1788.8733333333332,76
0.5,10.0,10.0,495,0.4,127,1786.8733333333332,76
0.5,10.0,10.0,495,0.5,127,1785.6733333333334,76
0.5,10.0,10.0,495,0.6,125,1782.9133333333334,76
