code,country,year,value
GBR,United Kingdom of Great Britain and Northern Ireland,2008,46850
BGR,Bulgaria,2008,5043
ITA,Italy,2008,52636
SWE,Sweden,2008,5740
DEU,Germany,2008,69303
SRB,Serbia,2008,6972
CZE,Czechia,2008,7332
MEX,Mexico,2008,75216
AZE,Azerbaijan,2008,8567
ISR,Israel,2008,8612
FIN,Finland,2008,8699
SVN,Slovenia,2008,998
EST,Estonia,2007,1017
FRA,France,2007,103914
BEL,Belgium,2007,12336
AUT,Austria,2007,12725
IRL,Ireland,2007,13726
LVA,Latvia,2007,1311
ARM,Armenia,2007,1453
UKR,Ukraine,2007,15368
MKD,North Macedonia,2007,1608
ROU,Romania,2007,17093
PRT,Portugal,2007,18802
ISL,Iceland,2007,188
NLD,Netherlands (Kingdom of the),2007,19597
MNE,Montenegro,2007,201
MDA,Republic of Moldova,2007,2027
GEO,Georgia,2007,2352
KOR,Republic of Korea,2007,24103
LTU,Lithuania,2007,2504
HRV,Croatia,2007,2962
AUS,Australia,2007,31533
ESP,Spain,2007,31590
MDV,Maldives,2007,332
NZL,New Zealand,2007,3332
GRC,Greece,2007,3499
TUR,Türkiye,2007,36316
KAZ,Kazakhstan,2007,3741
NOR,Norway,2007,3819
LUX,Luxembourg,2007,392
CHE,Switzerland,2007,4005
DNK,Denmark,2007,4187
BIH,Bosnia and Herzegovina,2007,446
GBR,United Kingdom of Great Britain and Northern Ireland,2007,45362
TKM,Turkmenistan,2007,4552
ITA,Italy,2007,52674
BGR,Bulgaria,2007,5426
SWE,Sweden,2007,5659
SRB,Serbia,2007,6552
DEU,Germany,2007,68026
MEX,Mexico,2007,73188
CZE,Czechia,2007,7320
AZE,Azerbaijan,2007,8528
ISR,Israel,2007,8743
FIN,Finland,2007,9127
SVN,Slovenia,2007,999
FRA,France,2006,104007
BEL,Belgium,2006,12415
AUT,Austria,2006,12488
IRL,Ireland,2006,12708
LVA,Latvia,2006,1304
ARM,Armenia,2006,1352
UKR,Ukraine,2006,14917
ROU,Romania,2006,17765
MKD,North Macedonia,2006,1726
PRT,Portugal,2006,18145
ISL,Iceland,2006,183
MNE,Montenegro,2006,185
NLD,Netherlands (Kingdom of the),2006,19774
MDA,Republic of Moldova,2006,2026
GEO,Georgia,2006,2198
KOR,Republic of Korea,2006,24130
LTU,Lithuania,2006,2413
GRC,Greece,2006,2772
AUS,Australia,2006,29545
HRV,Croatia,2006,2950
ESP,Spain,2006,32001
NZL,New Zealand,2006,3256
KAZ,Kazakhstan,2006,3306
TUR,Türkiye,2006,35143
LUX,Luxembourg,2006,365
NOR,Norway,2006,3753
CHE,Switzerland,2006,3920
DNK,Denmark,2006,4187
GBR,United Kingdom of Great Britain and Northern Ireland,2006,44571
TKM,Turkmenistan,2006,4451
BIH,Bosnia and Herzegovina,2006,459
ITA,Italy,2006,51686
SWE,Sweden,2006,5506
BGR,Bulgaria,2006,5521
SRB,Serbia,2006,6224
DEU,Germany,2006,68521
MEX,Mexico,2006,70275
CZE,Czechia,2006,7404
AZE,Azerbaijan,2006,8287
FIN,Finland,2006,8603
ISR,Israel,2006,8885
SVN,Slovenia,2006,968
EST,Estonia,2006,987
ZWE,Zimbabwe,2005,1002
FRA,France,2005,103669
LAO,Lao People's Democratic Republic,2005,1196
AUT,Austria,2005,12065
IRL,Ireland,2005,12147
BEL,Belgium,2005,12405
LVA,Latvia,2005,1302
MKD,North Macedonia,2005,1340
ARM,Armenia,2005,1341
ROU,Romania,2005,14570
UKR,Ukraine,2005,14912
PRT,Portugal,2005,17713
ISL,Iceland,2005,179
NLD,Netherlands (Kingdom of the),2005,19170
MNE,Montenegro,2005,200
MDA,Republic of Moldova,2005,2051
KOR,Republic of Korea,2005,23779
LTU,Lithuania,2005,2335
GEO,Georgia,2005,2431
KAZ,Kazakhstan,2005,2509
AUS,Australia,2005,29221
GRC,Greece,2005,2911
HRV,Croatia,2005,2979
ESP,Spain,2005,31210
NZL,New Zealand,2005,3104
TUR,Türkiye,2005,33093
NOR,Norway,2005,3597
LUX,Luxembourg,2005,364
CHE,Switzerland,2005,3842
DNK,Denmark,2005,4168
GBR,United Kingdom of Great Britain and Northern Ireland,2005,44199
BIH,Bosnia and Herzegovina,2005,449
TKM,Turkmenistan,2005,4631
ITA,Italy,2005,51761
SWE,Sweden,2005,5334
BGR,Bulgaria,2005,5631
SRB,Serbia,2005,5941
MEX,Mexico,2005,67318
DEU,Germany,2005,70036
CZE,Czechia,2005,7423
AZE,Azerbaijan,2005,8093
FIN,Finland,2005,8628
ISR,Israel,2005,8933
SVN,Slovenia,2005,968
EST,Estonia,2005,982
FRA,France,2004,103020
AUT,Austria,2004,11757
ROU,Romania,2004,12102
BEL,Belgium,2004,12412
ARM,Armenia,2004,1287
UKR,Ukraine,2004,14256
MKD,North Macedonia,2004,1465
ISL,Iceland,2004,169
PRT,Portugal,2004,17162
NLD,Netherlands (Kingdom of the),2004,19634
MDA,Republic of Moldova,2004,2078
KOR,Republic of Korea,2004,22967
KAZ,Kazakhstan,2004,2207
LTU,Lithuania,2004,2331
GEO,Georgia,2004,2439
AUS,Australia,2004,28213
HRV,Croatia,2004,3019
TUR,Türkiye,2004,31109
NZL,New Zealand,2004,3196
NOR,Norway,2004,3517
CHE,Switzerland,2004,3884
BIH,Bosnia and Herzegovina,2004,393
DNK,Denmark,2004,4194
GBR,United Kingdom of Great Britain and Northern Ireland,2004,42925
TKM,Turkmenistan,2004,4502
ITA,Italy,2004,51434
SWE,Sweden,2004,5186
BGR,Bulgaria,2004,5685
SRB,Serbia,2004,5923
MEX,Mexico,2004,63543
DEU,Germany,2004,70116
AZE,Azerbaijan,2004,8094
FIN,Finland,2004,8494
ISR,Israel,2004,9044
EST,Estonia,2004,983
EST,Estonia,2003,1004
FRA,France,2003,101953
AUT,Austria,2003,11488
BEL,Belgium,2003,12394
ARM,Armenia,2003,1262
ROU,Romania,2003,13591
UKR,Ukraine,2003,13749
MKD,North Macedonia,2003,1497
PRT,Portugal,2003,16792
KAZ,Kazakhstan,2003,1818
NLD,Netherlands (Kingdom of the),2003,19498
LTU,Lithuania,2003,2313
GEO,Georgia,2003,2362
MDA,Republic of Moldova,2003,2446
AUS,Australia,2003,27834
TUR,Türkiye,2003,30452
HRV,Croatia,2003,3019
NZL,New Zealand,2003,3178
NOR,Norway,2003,3184
BIH,Bosnia and Herzegovina,2003,369
CHE,Switzerland,2003,3745
DNK,Denmark,2003,3972
GBR,United Kingdom of Great Britain and Northern Ireland,2003,41647
TKM,Turkmenistan,2003,4711
ITA,Italy,2003,50430
SWE,Sweden,2003,5097
SRB,Serbia,2003,5473
BGR,Bulgaria,2003,5561
MEX,Mexico,2003,62220
FIN,Finland,2003,6812
DEU,Germany,2003,72686
AZE,Azerbaijan,2003,8279
ISR,Israel,2003,9160
FRA,France,2002,100682
AUT,Austria,2002,11335
BEL,Belgium,2002,12346
UKR,Ukraine,2002,13354
ARM,Armenia,2002,1331
ROU,Romania,2002,15080
PRT,Portugal,2002,16440
MKD,North Macedonia,2002,1619
NLD,Netherlands (Kingdom of the),2002,19079
KAZ,Kazakhstan,2002,1942
LTU,Lithuania,2002,2193
GEO,Georgia,2002,2200
MDA,Republic of Moldova,2002,2417
AUS,Australia,2002,26660
TUR,Türkiye,2002,30290
HRV,Croatia,2002,3040
NZL,New Zealand,2002,3091
CHE,Switzerland,2002,3262
NOR,Norway,2002,3275
DNK,Denmark,2002,3984
GBR,United Kingdom of Great Britain and Northern Ireland,2002,40261
TKM,Turkmenistan,2002,4874
ITA,Italy,2002,49559
SWE,Sweden,2002,4978
BGR,Bulgaria,2002,5760
MEX,Mexico,2002,62876
FIN,Finland,2002,6780
DEU,Germany,2002,73158
AZE,Azerbaijan,2002,8351
ISR,Israel,2002,8908
EST,Estonia,2002,969
AUT,Austria,2001,11228
BEL,Belgium,2001,12303
UKR,Ukraine,2001,13199
ARM,Armenia,2001,1397
MKD,North Macedonia,2001,1565
PRT,Portugal,2001,16184
ROU,Romania,2001,16816
ISL,Iceland,2001,174
NLD,Netherlands (Kingdom of the),2001,18971
LTU,Lithuania,2001,2061
GEO,Georgia,2001,2156
KAZ,Kazakhstan,2001,2234
MDA,Republic of Moldova,2001,2280
AUS,Australia,2001,26840
CHE,Switzerland,2001,2863
TUR,Türkiye,2001,29330
HRV,Croatia,2001,3075
NZL,New Zealand,2001,3236
GBR,United Kingdom of Great Britain and Northern Ireland,2001,39687
DNK,Denmark,2001,3970
ITA,Italy,2001,48903
SWE,Sweden,2001,4849
TKM,Turkmenistan,2001,4994
MEX,Mexico,2001,63009
FIN,Finland,2001,6778
DEU,Germany,2001,73605
AZE,Azerbaijan,2001,8550
ISR,Israel,2001,8816
EST,Estonia,2001,913
FRA,France,2001,99455
AUT,Austria,2000,10939
EST,Estonia,2000,1048
ZWE,Zimbabwe,2000,1066
BEL,Belgium,2000,12261
UKR,Ukraine,2000,12995
ARM,Armenia,2000,1473
PRT,Portugal,2000,15722
MKD,North Macedonia,2000,1563
ROU,Romania,2000,17800
ISL,Iceland,2000,171
NLD,Netherlands (Kingdom of the),2000,18534
LTU,Lithuania,2000,1898
GEO,Georgia,2000,2201
KAZ,Kazakhstan,2000,2227
MDA,Republic of Moldova,2000,2521
AUS,Australia,2000,26202
TUR,Türkiye,2000,27714
CHE,Switzerland,2000,2812
CYP,Cyprus,2000,288
HRV,Croatia,2000,3090
NZL,New Zealand,2000,3396
GBR,United Kingdom of Great Britain and Northern Ireland,2000,39098
DNK,Denmark,2000,3944
SWE,Sweden,2000,4666
ITA,Italy,2000,48230
TKM,Turkmenistan,2000,4944
MEX,Mexico,2000,62902
FIN,Finland,2000,6742
DEU,Germany,2000,72913
CZE,Czechia,2000,7465
AZE,Azerbaijan,2000,8231
ISR,Israel,2000,8734
FRA,France,2000,98183
AUT,Austria,1999,10771
PRT,Portugal,1999,15509
LTU,Lithuania,1999,1751
NLD,Netherlands (Kingdom of the),1999,18451
ROU,Romania,1999,18709
MKD,North Macedonia,1999,1850
GEO,Georgia,1999,2372
AUS,Australia,1999,25085
KAZ,Kazakhstan,1999,2584
CHE,Switzerland,1999,2740
HRV,Croatia,1999,3098
DNK,Denmark,1999,3503
GBR,United Kingdom of Great Britain and Northern Ireland,1999,37061
SWE,Sweden,1999,4573
TUR,Türkiye,1999,46153
MEX,Mexico,1999,63198
FIN,Finland,1999,6680
DEU,Germany,1999,70243
AZE,Azerbaijan,1999,8050
EST,Estonia,1999,948
FRA,France,1999,96607
AUT,Austria,1998,10867
PRT,Portugal,1998,15080
ISL,Iceland,1998,156
LTU,Lithuania,1998,1574
ROU,Romania,1998,18334
MKD,North Macedonia,1998,1850
NOR,Norway,1998,2352
GEO,Georgia,1998,2366
AUS,Australia,1998,24601
KAZ,Kazakhstan,1998,2619
CHE,Switzerland,1998,2698
HRV,Croatia,1998,3066
DNK,Denmark,1998,3421
GBR,United Kingdom of Great Britain and Northern Ireland,1998,36715
TUR,Türkiye,1998,44064
SWE,Sweden,1998,4519
MEX,Mexico,1998,62460
FIN,Finland,1998,6741
DEU,Germany,1998,68866
EST,Estonia,1998,799
AZE,Azerbaijan,1998,8033
FRA,France,1998,97046
AUT,Austria,1997,10558
PRT,Portugal,1997,14928
LTU,Lithuania,1997,1486
ROU,Romania,1997,17578
MKD,North Macedonia,1997,1855
AUS,Australia,1997,24455
GEO,Georgia,1997,2629
KAZ,Kazakhstan,1997,2647
CHE,Switzerland,1997,2669
HRV,Croatia,1997,3130
DNK,Denmark,1997,3211
GBR,United Kingdom of Great Britain and Northern Ireland,1997,36303
TUR,Türkiye,1997,42072
SWE,Sweden,1997,4384
MEX,Mexico,1997,60873
DEU,Germany,1997,67861
FIN,Finland,1997,6807
AZE,Azerbaijan,1997,7873
FRA,France,1997,96850
AUT,Austria,1996,10272
PRT,Portugal,1996,14969
LTU,Lithuania,1996,1461
ROU,Romania,1996,16821
MKD,North Macedonia,1996,1852
AUS,Australia,1996,24384
CHE,Switzerland,1996,2626
GEO,Georgia,1996,2691
DNK,Denmark,1996,2857
KAZ,Kazakhstan,1996,2903
HRV,Croatia,1996,3045
LUX,Luxembourg,1996,330
GBR,United Kingdom of Great Britain and Northern Ireland,1996,35922
TUR,Türkiye,1996,40873
SWE,Sweden,1996,4275
MEX,Mexico,1996,56279
DEU,Germany,1996,67415
FIN,Finland,1996,6923
AZE,Azerbaijan,1996,8054
FRA,France,1996,96985
AUT,Austria,1995,10032
LTU,Lithuania,1995,1437
PRT,Portugal,1995,15132
ROU,Romania,1995,16885
MKD,North Macedonia,1995,1958
AUS,Australia,1995,24706
CHE,Switzerland,1995,2595
DNK,Denmark,1995,2746
KAZ,Kazakhstan,1995,3144
LUX,Luxembourg,1995,324
CYP,Cyprus,1995,338
HRV,Croatia,1995,3464
GBR,United Kingdom of Great Britain and Northern Ireland,1995,35661
TUR,Türkiye,1995,40885
SWE,Sweden,1995,4165
MEX,Mexico,1995,54937
DEU,Germany,1995,66217
FIN,Finland,1995,7114
CZE,Czechia,1995,7175
AZE,Azerbaijan,1995,7486
FRA,France,1995,96723
LTU,Lithuania,1994,1429
PRT,Portugal,1994,16183
ROU,Romania,1994,17014
MKD,North Macedonia,1994,1921
AUS,Australia,1994,23863
DNK,Denmark,1994,2509
CHE,Switzerland,1994,2583
KAZ,Kazakhstan,1994,3070
LUX,Luxembourg,1994,312
GBR,United Kingdom of Great Britain and Northern Ireland,1994,35474
HRV,Croatia,1994,3629
TUR,Türkiye,1994,40162
MEX,Mexico,1994,55293
DEU,Germany,1994,64609
FIN,Finland,1994,7097
AZE,Azerbaijan,1994,8048
FRA,France,1994,96351
AUT,Austria,1994,9701
LTU,Lithuania,1993,1450
PRT,Portugal,1993,16886
NOR,Norway,1993,1621
ROU,Romania,1993,17153
MKD,North Macedonia,1993,2002
AUS,Australia,1993,22985
CYP,Cyprus,1993,229
CHE,Switzerland,1993,2572
LUX,Luxembourg,1993,316
KAZ,Kazakhstan,1993,3417
GBR,United Kingdom of Great Britain and Northern Ireland,1993,35155
TUR,Türkiye,1993,36568
HRV,Croatia,1993,3619
MEX,Mexico,1993,52017
DEU,Germany,1993,62805
FIN,Finland,1993,6752
AZE,Azerbaijan,1993,7823
AUT,Austria,1993,9364
FRA,France,1993,95396
LTU,Lithuania,1992,1443
ROU,Romania,1992,17147
PRT,Portugal,1992,19679
MKD,North Macedonia,1992,2069
AUS,Australia,1992,22969
CYP,Cyprus,1992,223
CHE,Switzerland,1992,2538
LUX,Luxembourg,1992,302
TUR,Türkiye,1992,31398
GBR,United Kingdom of Great Britain and Northern Ireland,1992,34837
HRV,Croatia,1992,3412
KAZ,Kazakhstan,1992,3563
MEX,Mexico,1992,50419
DEU,Germany,1992,60489
FIN,Finland,1992,6533
AZE,Azerbaijan,1992,7876
AUT,Austria,1992,9105
FRA,France,1992,96867
ROU,Romania,1991,16793
PRT,Portugal,1991,19865
CYP,Cyprus,1991,205
MKD,North Macedonia,1991,2100
AUS,Australia,1991,22353
CHE,Switzerland,1991,2490
TUR,Türkiye,1991,28148
LUX,Luxembourg,1991,295
GBR,United Kingdom of Great Britain and Northern Ireland,1991,34442
HRV,Croatia,1991,3428
KAZ,Kazakhstan,1991,3659
MEX,Mexico,1991,47252
DEU,Germany,1991,58515
FIN,Finland,1991,6366
AZE,Azerbaijan,1991,8018
AUT,Austria,1991,8698
FRA,France,1991,95420
ROU,Romania,1990,16066
PRT,Portugal,1990,19876
CYP,Cyprus,1990,191
MKD,North Macedonia,1990,1975
AUS,Australia,1990,22152
CHE,Switzerland,1990,2438
TUR,Türkiye,1990,25739
LUX,Luxembourg,1990,295
GBR,United Kingdom of Great Britain and Northern Ireland,1990,34051
KAZ,Kazakhstan,1990,3829
HRV,Croatia,1990,4029
MEX,Mexico,1990,41807
FIN,Finland,1990,6300
AZE,Azerbaijan,1990,7841
AUT,Austria,1990,8312
FRA,France,1990,93547
ROU,Romania,1989,15339
CYP,Cyprus,1989,188
PRT,Portugal,1989,19838
AUS,Australia,1989,21647
TUR,Türkiye,1989,22958
CHE,Switzerland,1989,2393
LUX,Luxembourg,1989,282
GBR,United Kingdom of Great Britain and Northern Ireland,1989,33308
HRV,Croatia,1989,3871
KAZ,Kazakhstan,1989,3903
FIN,Finland,1989,6179
AUT,Austria,1989,7900
ROU,Romania,1988,14310
PRT,Portugal,1988,19369
TUR,Türkiye,1988,20184
AUS,Australia,1988,20891
CHE,Switzerland,1988,2163
LUX,Luxembourg,1988,268
GBR,United Kingdom of Great Britain and Northern Ireland,1988,32890
HRV,Croatia,1988,3796
KAZ,Kazakhstan,1988,3861
FIN,Finland,1988,5978
AUT,Austria,1988,7583
ROU,Romania,1987,14599
TUR,Türkiye,1987,17418
PRT,Portugal,1987,19364
AUS,Australia,1987,20094
CHE,Switzerland,1987,2090
LUX,Luxembourg,1987,241
GBR,United Kingdom of Great Britain and Northern Ireland,1987,32432
HRV,Croatia,1987,3675
KAZ,Kazakhstan,1987,3837
FIN,Finland,1987,5807
AUT,Austria,1987,7239
ROU,Romania,1986,13235
CYP,Cyprus,1986,138
TUR,Türkiye,1986,16419
PRT,Portugal,1986,18776
AUS,Australia,1986,19302
CHE,Switzerland,1986,1996
GBR,United Kingdom of Great Britain and Northern Ireland,1986,32820
HRV,Croatia,1986,3573
KAZ,Kazakhstan,1986,3822
FIN,Finland,1986,5602
AUT,Austria,1986,6930
TUR,Türkiye,1985,15549
PRT,Portugal,1985,17997
AUS,Australia,1985,18007
CHE,Switzerland,1985,1887
LUX,Luxembourg,1985,240
GBR,United Kingdom of Great Britain and Northern Ireland,1985,32406
HRV,Croatia,1985,3488
KAZ,Kazakhstan,1985,3758
FIN,Finland,1985,5436
AUT,Austria,1985,6770
TUR,Türkiye,1984,14164
AUS,Australia,1984,16951
PRT,Portugal,1984,17758
CHE,Switzerland,1984,1779
GBR,United Kingdom of Great Britain and Northern Ireland,1984,31884
KAZ,Kazakhstan,1984,4180
AUT,Austria,1984,6609
TUR,Türkiye,1983,13123
PRT,Portugal,1983,16721
CHE,Switzerland,1983,1645
AUS,Australia,1983,20309
GBR,United Kingdom of Great Britain and Northern Ireland,1983,31314
KAZ,Kazakhstan,1983,3946
AUT,Austria,1983,6403
TUR,Türkiye,1982,12257
CHE,Switzerland,1982,1576
PRT,Portugal,1982,16052
AUS,Australia,1982,19344
GBR,United Kingdom of Great Britain and Northern Ireland,1982,30678
KAZ,Kazakhstan,1982,3825
AUT,Austria,1982,6198
TUR,Türkiye,1981,10744
PRT,Portugal,1981,15358
CHE,Switzerland,1981,1503
AUS,Australia,1981,18526
LUX,Luxembourg,1981,186
GBR,United Kingdom of Great Britain and Northern Ireland,1981,30097
KAZ,Kazakhstan,1981,3277
AUT,Austria,1981,6044
TUR,Türkiye,1980,10542
PRT,Portugal,1980,13867
CHE,Switzerland,1980,1449
AUS,Australia,1980,18146
GBR,United Kingdom of Great Britain and Northern Ireland,1980,29220
KAZ,Kazakhstan,1980,2920
FIN,Finland,1980,4426
AUT,Austria,1980,5941
